Node,SIR
1,153.713
2,88.624
3,145.455
4,170.959
5,39.376
6,145.689
7,29.837
8,226.65
9,30.039
10,596.535
11,97.598
3942,209.254
3586,111.593
2937,124.826
3717,192.913
4814,103.09
6629,119.063
7341,97.111
7780,170.241
6878,87.184
973,166.548
2318,97.077
430,240.117
3493,142.467
474,78.963
1944,208.652
4544,635.093
12,87.897
13,109.27
14,212.343
15,223.745
16,149.616
17,544.842
18,124.431
19,144.575
20,44.34
21,36.219
3711,154.122
2352,111.881
5477,70.95
7252,71.736
7026,72.686
52,197.437
931,89.369
81,876.754
2354,137.82
28,198.994
3539,291.005
729,162.375
22,572.519
23,151.924
24,265.678
25,126.127
26,51.487
27,234.267
29,252.498
30,245.568
31,207.856
1278,197.949
1502,176.054
5338,163.772
3200,129.256
32,737.513
33,872.052
34,881.383
35,877.136
36,882.837
37,870.248
38,869.984
39,885.676
40,790.66
41,864.849
3825,127.917
5319,165.715
5858,144.165
5917,142.386
6732,137.766
5404,186.222
42,98.702
43,51.355
44,51.406
45,69.238
46,130.311
47,41.689
48,8.05
49,191.127
50,16.095
51,17.593
1564,250.631
1513,138.538
1530,63.508
1343,56.108
1531,112.016
1532,57.338
1533,92.955
1534,101.808
1631,171.458
7046,79.373
8070,89.758
262,282.967
1569,102.284
1296,51.98
169,198.15
469,45.616
1632,9.741
1633,34.213
1634,157.885
1635,11.029
1636,88.662
1247,150.232
399,93.442
2259,36.238
2549,109.385
2550,64.737
451,210.389
2551,31.505
604,443.027
2552,559.046
2553,126.476
3734,156.671
5612,177.974
3206,115.195
539,613.223
71,162.845
635,68.848
2556,100.271
2576,170.384
917,296.983
3212,43.076
3213,71.438
2678,372.285
3439,125.649
7368,105.242
7964,198.365
8110,331.508
1940,194.193
2301,199.812
3491,142.593
2615,71.712
4133,229.547
5306,243.103
864,178.101
185,875.822
80,882.343
320,870.221
447,876.334
189,867.88
1340,730.295
448,852.549
1100,56.086
256,218.089
1505,320.385
4268,56.481
4269,566.282
1862,206.464
561,202.183
3936,42.961
2725,192.091
2842,50.362
4270,77.578
4271,52.074
4272,42.014
4273,149.245
1739,231.983
4787,159.589
2715,219.542
4294,71.432
3819,156.89
711,151.258
288,856.847
314,844.607
271,880.013
191,882.023
100,875.864
110,882.39
112,876.768
193,834.862
2952,237.218
4206,102.615
4136,164.702
6319,141.023
6535,281.811
2311,167.562
1653,128.097
4400,240.225
5345,182.852
7157,165.288
7488,254.977
5836,101.773
7713,92.888
303,305.858
2843,117.627
188,391.976
748,122.791
2463,118.136
2003,90.697
2004,49.944
2853,62.928
1032,196.305
1972,58.266
1553,154.227
2854,24.453
3523,130.191
1153,127.262
2233,239.889
2474,156.251
3429,178.434
5159,181.496
6078,159.759
7451,115.51
2571,152.43
3146,158.483
200,157.062
3528,83.198
2671,173.803
692,91.599
1942,282.035
2150,204.138
219,103.595
1381,76.819
3786,83.567
4210,19.942
175,546.78
520,253.512
205,232.96
1097,31.52
3378,119.074
716,140.646
795,67.639
2990,31.885
4258,33.547
4259,44.056
182,125.532
823,285.23
3005,239.538
4971,86.222
6923,115.22
995,147.862
2144,177.087
3398,253.93
1244,550.593
2237,114.111
1842,116.745
517,127.69
1536,172.235
2176,34.701
4260,134.511
4261,112.417
4262,40.137
3176,222.585
3399,242.456
4184,151.664
5425,110.278
6433,106.417
7040,77.237
7496,116.724
3365,243.501
1424,567.572
504,573.809
184,205.178
1299,48.87
1523,69.13
1524,29.193
2449,68.562
4155,103.433
4263,134.945
1198,137.981
3546,94.581
419,189.697
1501,275.106
2320,129.809
1610,486.521
472,53.274
1645,35.103
3309,57.483
3704,152.317
3163,68.136
4264,46.042
4265,24.418
1422,120.693
318,563.864
1282,578.188
407,541.858
1834,611.263
1963,599.23
1990,564.189
2030,562.548
102,865.31
1024,584.346
2677,462.723
276,881.552
2844,557.47
1507,466.579
3933,549.104
4046,553.716
1321,497.4
122,556.356
868,591.506
1686,561.133
1815,570.718
2066,225.382
3345,578.188
3678,564.608
4215,541.631
4318,569.401
1978,569.837
4667,580.204
5108,98.715
5443,553.632
6610,365.911
6986,159.541
6054,214.159
93,396.474
360,633.741
361,114.956
362,195.749
363,270.387
364,83.234
365,88.907
226,155.021
366,132.572
367,96.937
501,616.699
204,590.383
1514,563.209
1587,209.92
393,563.614
1748,590.773
1991,174.967
101,881.152
616,470.747
2194,541.932
466,211.066
3023,545.93
740,572.807
1417,598.691
505,625.13
3740,552.638
3932,559.589
3990,562.951
4076,569.164
4139,126.377
4141,338.467
606,549.819
600,551.863
700,539.024
1228,575.172
2222,577.292
2543,560.683
2580,530.2
2796,573.19
2992,598.981
3190,180.574
3284,562.819
3707,574.239
3694,547.378
3696,582.598
3778,517.542
3946,570.887
4156,601.587
4162,305.056
4232,562.719
2428,519.466
4434,568.67
4500,547.576
4564,319.216
5090,564.254
5109,561.629
5145,583.156
3662,578.702
5248,147.117
5325,222.757
5958,565.53
6002,546.097
6251,582.711
6307,159.414
6902,529.597
5531,557.535
