Node,SIR
1,48.145
2,26.916
3,39.517
4,45.626
5,8.212
6,64.238
7,10.312
8,65.643
9,6.536
10,262.465
11,16.171
3942,52.101
3586,29.714
2937,25.477
3717,63.179
4814,19.867
6629,30.691
7341,23.878
7780,50.982
6878,23.184
973,46.985
2318,17.601
430,69.045
3493,46.818
474,15.438
1944,58.992
4544,242.591
12,18.507
13,22.678
14,56.871
15,72.379
16,34.335
17,267.9
18,35.719
19,37.507
20,13.496
21,11.182
3711,42.583
2352,26.056
5477,14.999
7252,15.697
7026,20.283
52,52.698
931,20.297
81,503.566
2354,33.719
28,54.0
3539,98.739
729,43.522
22,278.722
23,33.599
24,63.107
25,35.815
26,9.19
27,72.284
29,58.703
30,80.507
31,59.343
1278,55.762
1502,50.842
5338,49.608
3200,29.915
32,357.319
33,474.621
34,502.549
35,495.15
36,494.671
37,473.252
38,489.588
39,495.361
40,400.535
41,482.337
3825,37.338
5319,53.315
5858,44.715
5917,40.531
6732,41.83
5404,50.439
42,24.868
43,20.242
44,16.163
45,22.23
46,35.925
47,9.557
48,5.103
49,46.88
50,2.857
51,4.702
1564,79.306
1513,35.441
1530,13.357
1343,11.42
1531,19.1
1532,15.171
1533,26.938
1534,24.833
1631,34.779
7046,12.33
8070,23.308
262,68.363
1569,28.369
1296,10.428
169,56.586
469,10.539
1632,2.237
1633,7.601
1634,40.261
1635,1.93
1636,22.78
1247,32.023
399,27.111
2259,9.985
2549,28.857
2550,12.749
451,88.686
2551,11.74
604,198.297
2552,274.974
2553,34.648
3734,55.058
5612,56.42
3206,22.789
539,298.346
71,41.132
635,15.841
2556,29.655
2576,62.022
917,83.506
3212,8.93
3213,15.229
2678,148.737
3439,24.544
7368,27.063
7964,48.437
8110,132.158
1940,73.506
2301,75.004
3491,42.89
2615,18.781
4133,68.538
5306,117.615
864,48.394
185,475.124
80,498.107
320,483.404
447,495.158
189,473.359
1340,338.322
448,445.719
1100,10.851
256,51.493
1505,119.074
4268,14.857
4269,280.994
1862,57.182
561,60.029
3936,9.958
2725,61.077
2842,18.539
4270,15.459
4271,16.038
4272,6.879
4273,27.617
1739,68.314
4787,59.981
2715,92.096
4294,15.173
3819,42.503
711,62.119
288,452.134
314,444.696
271,503.854
191,492.873
100,490.038
110,504.302
112,485.541
193,418.88
2952,87.969
4206,33.78
4136,55.969
6319,39.736
6535,116.572
2311,33.255
1653,36.15
4400,59.379
5345,63.737
7157,55.763
7488,83.363
5836,27.548
7713,22.879
303,86.441
2843,38.922
188,124.181
748,24.258
2463,30.746
2003,22.206
2004,8.722
2853,17.076
1032,66.958
1972,15.564
1553,27.034
2854,7.056
3523,29.919
1153,41.02
2233,81.053
2474,33.704
3429,53.755
5159,55.472
6078,36.426
7451,30.053
2571,34.125
3146,36.846
200,41.129
3528,26.237
2671,56.189
692,23.058
1942,101.02
2150,46.968
219,26.223
1381,24.61
3786,25.747
4210,5.684
175,202.058
520,73.846
205,62.87
1097,10.331
3378,25.269
716,35.907
795,10.558
2990,10.107
4258,9.184
4259,9.725
182,36.714
823,83.518
3005,69.704
4971,21.996
6923,23.768
995,35.863
2144,52.039
3398,78.355
1244,251.196
2237,23.73
1842,24.796
517,24.056
1536,50.642
2176,8.536
4260,32.884
4261,21.335
4262,12.768
3176,59.138
3399,88.07
4184,38.265
5425,23.343
6433,24.328
7040,19.084
7496,28.033
3365,64.36
1424,260.354
504,254.744
184,50.564
1299,14.259
1523,15.618
1524,6.832
2449,11.703
4155,35.482
4263,29.117
1198,33.468
3546,17.977
419,56.991
1501,80.87
2320,34.079
1610,239.736
472,17.838
1645,8.543
3309,10.765
3704,42.016
3163,15.265
4264,11.629
4265,5.47
1422,25.119
318,270.281
1282,259.395
407,269.181
1834,252.046
1963,263.468
1990,265.677
2030,233.354
102,488.411
1024,261.535
2677,203.858
276,504.391
2844,255.179
1507,218.136
3933,271.663
4046,256.823
1321,226.476
122,262.437
868,278.29
1686,277.798
1815,265.707
2066,69.591
3345,264.012
3678,273.665
4215,266.075
4318,257.406
1978,273.177
4667,284.368
5108,30.531
5443,273.016
6610,156.351
6986,53.724
6054,59.799
93,164.963
360,292.389
361,47.812
362,78.252
363,81.129
364,34.685
365,37.339
226,59.76
366,55.602
367,51.303
501,284.753
204,274.881
1514,263.54
1587,65.97
393,258.728
1748,274.044
1991,58.286
101,499.68
616,206.617
2194,244.763
466,69.236
3023,251.514
740,271.701
1417,293.226
505,298.099
3740,279.118
3932,255.074
3990,287.657
4076,272.427
4139,47.34
4141,158.037
606,264.638
600,268.501
700,271.528
1228,263.989
2222,295.156
2543,265.464
2580,264.561
2796,285.089
2992,269.913
3190,71.045
3284,267.743
3707,261.213
3694,271.057
3696,271.882
3778,223.084
3946,268.937
4156,279.847
4162,130.77
4232,258.979
2428,248.793
4434,290.418
4500,258.47
4564,113.776
5090,243.702
5109,272.878
5145,262.068
3662,272.343
5248,49.761
5325,91.772
5958,277.162
6002,261.001
6251,270.601
6307,58.984
6902,252.347
5531,259.581
6959,255.221
3629,275.583
7015,245.939
6151,265.853
7471,258.248
7928,241.819
8028,232.195
8043,254.791
316,477.624
368,482.475
187,502.601
108,378.948
348,426.154
369,420.509
489,286.878
1723,251.69
1987,82.253
649,256.039
1730,90.446
2412,267.914
1609,286.391
2499,257.595
3492,268.92
3610,258.74
412,247.832
172,273.825
663,286.074
800,133.828
2224,287.567
2442,259.817
2521,284.612
2922,274.87
3344,42.568
3719,243.358
3752,257.302
4327,269.477
4338,275.793
4306,262.257
4316,270.302
4476,262.775
4625,110.398
4665,265.183
4732,145.506
4733,288.569
4739,286.034
5184,270.974
5282,279.131
5303,244.486
5343,269.83
5543,290.432
5671,274.503
5760,272.999
5821,259.197
6020,273.527
7113,249.357
7911,274.548
162,240.334
165,267.706
341,504.266
186,462.892
391,451.875
346,493.25
349,489.551
342,505.339
1110,333.529
1112,275.489
2674,287.178
2513,276.987
113,483.817
3300,243.604
1780,287.67
2813,282.643
4228,95.179
548,206.148
1565,118.15
1668,263.351
1885,291.727
1955,238.921
2084,268.326
2441,280.221
3217,195.824
3357,263.472
4511,281.301
4718,257.511
4785,259.033
4789,229.203
4783,258.547
4832,270.681
5483,242.851
5522,244.241
5548,272.423
5735,267.183
5883,250.141
5894,284.443
6023,244.234
7450,175.035
4765,217.285
8013,220.96
390,276.652
639,272.853
978,278.783
1482,271.153
1483,103.69
104,107.582
1484,47.657
789,52.141
1485,30.859
1486,48.981
1487,55.818
1488,59.259
1489,189.681
1490,70.119
2216,250.261
2404,255.009
1841,260.146
2435,255.063
2502,134.824
1974,281.667
671,209.454
3107,287.831
608,274.91
1419,143.334
1814,273.628
1926,267.271
2268,236.621
2304,261.653
2732,263.358
735,339.075
2886,187.506
3151,277.065
3298,264.169
3348,265.788
3534,271.177
3820,276.609
3962,268.667
4032,263.941
4350,287.45
4357,266.271
4375,96.665
4503,260.668
4626,268.945
4277,278.442
4805,257.9
4862,273.295
5091,277.91
5143,101.706
5203,286.875
5351,272.373
5486,278.062
4008,267.852
6067,279.308
6152,264.542
6314,260.415
6356,56.173
7128,265.648
7332,67.869
7094,150.527
7485,266.637
7055,209.178
8003,272.315
8051,264.976
61,160.675
491,262.203
1039,276.295
982,283.989
273,508.405
344,487.3
1156,416.327
275,288.956
109,357.995
2263,254.756
