Node,SIR
1,107.351
2,54.266
3,94.408
4,134.52
5,20.514
6,98.829
7,15.755
8,163.65
9,20.262
10,472.559
11,48.118
3942,134.657
3586,70.622
2937,83.192
3717,141.088
4814,74.393
6629,72.888
7341,60.251
7780,114.249
6878,54.001
973,126.445
2318,59.878
430,154.132
3493,89.247
474,44.595
1944,131.656
4544,489.466
12,45.07
13,75.265
14,146.874
15,147.006
16,85.683
17,447.47
18,91.465
19,103.714
20,31.839
21,25.49
3711,124.947
2352,87.798
5477,40.323
7252,35.325
7026,52.19
52,136.128
931,65.212
81,731.151
2354,91.99
28,130.424
3539,202.276
729,107.809
22,458.637
23,100.224
24,151.802
25,87.965
26,27.188
27,146.385
29,154.863
30,140.726
31,140.676
1278,125.866
1502,132.411
5338,101.158
3200,90.548
32,589.239
33,727.159
34,733.531
35,733.046
36,735.314
37,706.213
38,710.71
39,733.884
40,627.366
41,728.668
3825,80.108
5319,87.504
5858,87.138
5917,97.302
6732,101.489
5404,126.873
42,72.637
43,48.094
44,37.445
45,57.667
46,94.742
47,24.747
48,12.265
49,118.437
50,12.148
51,15.118
1564,159.051
1513,79.779
1530,44.3
1343,28.254
1531,56.513
1532,33.761
1533,63.982
1534,52.868
1631,94.113
7046,46.542
8070,58.236
262,211.67
1569,66.379
1296,29.838
169,148.436
469,31.562
1632,7.721
1633,20.127
1634,106.055
1635,7.079
1636,51.133
1247,99.467
399,67.812
2259,24.015
2549,67.809
2550,38.011
451,144.92
2551,22.721
604,356.502
2552,450.984
2553,85.112
3734,110.913
5612,102.184
3206,61.01
539,461.552
71,94.564
635,27.983
2556,58.571
2576,128.93
917,175.289
3212,30.049
3213,52.211
2678,298.108
3439,70.449
7368,65.673
7964,112.094
8110,250.806
1940,151.98
2301,154.711
3491,100.748
2615,46.728
4133,170.422
5306,196.441
864,119.805
185,721.573
80,735.863
320,715.885
447,731.04
189,712.943
1340,554.712
448,699.122
1100,33.522
256,128.678
1505,211.722
4268,33.615
4269,446.773
1862,143.9
561,147.723
3936,28.31
2725,127.062
2842,42.794
4270,39.075
4271,37.614
4272,31.185
4273,81.089
1739,135.488
4787,118.123
2715,166.392
4294,53.757
3819,125.318
711,118.811
288,702.269
314,695.949
271,738.71
191,726.679
100,728.757
110,734.946
112,729.191
193,657.435
2952,149.261
4206,98.264
4136,105.793
6319,79.144
6535,223.798
2311,105.202
1653,80.595
4400,147.438
5345,129.933
7157,109.73
7488,179.202
5836,66.01
7713,73.528
303,218.581
2843,82.004
188,285.781
748,71.418
2463,84.895
2003,68.791
2004,32.714
2853,46.08
1032,131.473
1972,38.813
1553,103.002
2854,12.18
3523,69.372
1153,95.524
2233,169.451
2474,97.549
3429,141.284
5159,129.557
6078,93.727
7451,66.658
2571,83.079
3146,97.734
200,116.342
3528,47.862
2671,128.848
692,64.084
1942,204.197
2150,137.592
219,64.32
1381,52.433
3786,71.743
4210,13.098
175,385.358
520,196.677
205,159.279
1097,24.71
3378,77.758
716,85.618
795,34.668
2990,23.131
4258,17.893
4259,38.493
182,95.143
823,182.426
3005,176.567
4971,64.594
6923,65.544
995,76.015
2144,129.371
3398,183.872
1244,444.213
2237,74.75
1842,56.205
517,91.189
1536,121.168
2176,18.84
4260,81.378
4261,56.421
4262,28.914
3176,132.31
3399,185.517
4184,93.749
5425,64.552
6433,68.22
7040,48.389
7496,64.54
3365,154.385
1424,437.603
504,443.046
184,132.373
1299,34.242
1523,39.209
1524,18.231
2449,47.552
4155,74.362
4263,78.574
1198,87.228
3546,62.851
419,138.343
1501,178.391
2320,91.999
1610,373.932
472,37.089
1645,24.525
3309,36.811
3704,105.093
3163,51.158
4264,24.635
4265,18.714
1422,68.531
318,442.175
1282,443.524
407,460.826
1834,458.79
1963,463.865
1990,458.763
2030,437.233
102,723.569
1024,448.857
2677,367.285
276,741.612
2844,444.231
1507,355.807
3933,438.021
4046,453.429
1321,368.5
122,425.475
868,463.124
1686,447.932
1815,428.6
2066,155.949
3345,442.902
3678,439.497
4215,448.658
4318,429.365
1978,438.468
4667,441.388
5108,77.042
5443,424.727
6610,297.157
6986,98.476
6054,118.631
93,294.641
360,507.679
361,60.203
362,151.99
363,181.468
364,67.861
365,63.623
226,109.827
366,81.213
367,91.846
501,487.882
204,458.114
1514,467.466
1587,149.001
393,472.498
1748,478.441
1991,123.556
101,735.845
616,350.888
2194,428.441
466,149.624
3023,429.032
740,464.798
1417,448.464
505,481.518
3740,445.68
3932,438.996
3990,443.792
4076,457.947
4139,84.815
4141,266.782
606,463.57
600,442.145
700,425.447
1228,436.849
2222,478.306
2543,444.41
2580,434.684
2796,447.919
2992,457.336
3190,123.105
3284,462.678
3707,450.004
3694,424.579
3696,453.001
3778,408.813
3946,450.086
4156,473.704
4162,240.294
4232,458.048
2428,397.636
4434,453.029
4500,437.144
4564,226.405
5090,418.403
5109,434.409
5145,452.831
3662,467.124
5248,93.125
5325,160.253
5958,449.147
6002,439.678
6251,453.135
6307,116.896
6902,405.951
5531,427.965
6959,444.98
3629,451.212
7015,402.506
6151,451.149
7471,439.059
7928,433.671
8028,360.734
8043,411.306
316,719.513
368,723.407
187,732.192
108,616.951
348,656.943
369,649.339
489,464.843
1723,416.535
1987,151.609
649,444.513
1730,186.172
2412,438.321
1609,477.808
2499,425.988
3492,448.906
3610,420.098
412,389.69
172,434.025
663,461.759
800,228.204
2224,458.842
2442,442.264
2521,442.221
2922,470.687
3344,94.79
3719,388.85
3752,432.691
4327,465.083
4338,431.64
4306,433.98
4316,448.132
4476,460.164
4625,221.913
4665,464.732
4732,244.716
4733,452.144
4739,469.918
5184,442.874
5282,436.708
5303,405.662
5343,428.386
5543,455.903
5671,455.31
5760,428.786
5821,425.389
6020,459.627
7113,386.946
7911,431.92
162,438.746
165,430.368
341,740.444
186,721.323
391,705.626
346,730.725
349,737.268
342,739.409
1110,538.149
1112,427.999
2674,468.611
2513,482.282
113,718.079
3300,398.123
1780,472.67
2813,455.563
4228,186.377
548,344.033
1565,210.558
1668,448.614
1885,489.603
1955,426.82
2084,439.023
2441,448.672
3217,338.12
3357,449.438
4511,468.317
4718,418.706
4785,442.669
4789,389.856
4783,420.258
