Node,SIR
1,292.319
2,217.637
3,312.371
4,401.867
5,76.863
6,278.294
7,68.938
8,452.562
9,63.332
10,876.63
11,182.253
3942,382.134
3586,296.956
2937,275.915
3717,366.28
4814,284.671
6629,316.148
7341,230.244
7780,302.37
6878,224.715
973,339.599
2318,260.62
430,527.511
3493,259.102
474,201.045
1944,440.644
4544,1035.2
12,220.74
13,241.128
14,444.865
15,448.529
16,280.204
17,849.828
18,234.933
19,356.678
20,102.791
21,74.772
3711,350.568
2352,251.342
5477,172.087
7252,124.659
7026,203.885
52,377.643
931,262.272
81,1237.592
2354,254.586
28,421.335
3539,524.967
729,348.043
22,923.926
23,286.382
24,528.564
25,295.157
26,114.874
27,429.761
29,544.017
30,472.336
31,449.191
1278,403.416
1502,299.138
5338,308.685
3200,303.904
32,1132.655
33,1224.462
34,1239.844
35,1238.062
36,1244.128
37,1232.56
38,1241.306
39,1240.568
40,1190.238
41,1238.55
3825,258.829
5319,317.955
5858,332.849
5917,308.627
6732,245.739
5404,324.728
42,234.558
43,139.69
44,130.257
45,197.25
46,315.139
47,89.93
48,40.666
49,460.193
50,36.363
51,44.794
1564,515.38
1513,257.969
1530,138.609
1343,120.39
1531,244.002
1532,142.199
1533,179.203
1534,226.995
1631,355.155
7046,165.964
8070,223.05
262,589.901
1569,243.65
1296,133.901
169,457.257
469,119.098
1632,32.499
1633,79.977
1634,323.118
1635,25.927
1636,210.641
1247,368.706
399,208.614
2259,78.036
2549,210.373
2550,154.13
451,354.279
2551,59.807
604,729.673
2552,876.261
2553,310.218
3734,385.164
5612,344.921
3206,251.056
539,945.296
71,413.665
635,159.809
2556,249.84
2576,350.352
917,557.117
3212,95.097
3213,178.181
2678,604.256
3439,260.318
7368,210.86
7964,347.543
8110,559.455
1940,455.812
2301,439.789
3491,271.171
2615,221.279
4133,498.94
5306,451.506
864,364.782
185,1234.691
80,1233.522
320,1238.659
447,1236.561
189,1221.505
1340,1056.984
448,1205.577
1100,116.902
256,398.77
1505,642.484
4268,155.135
4269,878.461
1862,404.153
561,454.106
3936,106.88
2725,358.763
2842,145.175
4270,168.876
4271,143.925
4272,104.203
4273,291.335
1739,477.484
4787,357.964
2715,438.848
4294,158.027
3819,354.128
711,359.469
288,1238.402
314,1218.86
271,1242.347
191,1239.611
100,1240.322
110,1245.828
112,1235.981
193,1196.369
2952,415.552
4206,244.844
4136,322.401
6319,313.255
6535,535.074
2311,347.28
1653,242.401
4400,521.351
5345,348.493
7157,379.673
7488,481.829
5836,250.725
7713,229.213
303,610.54
2843,284.956
188,727.178
748,286.166
2463,243.4
2003,198.154
2004,136.256
2853,193.908
1032,365.374
1972,141.318
1553,342.427
2854,69.14
3523,261.243
1153,313.224
2233,452.733
2474,349.348
3429,414.181
5159,437.326
6078,359.424
7451,250.042
2571,291.526
3146,340.434
200,373.244
3528,208.263
2671,385.661
692,175.963
1942,502.73
2150,403.569
219,234.627
1381,185.125
3786,177.608
4210,40.555
175,927.499
520,526.947
205,414.58
1097,81.253
3378,241.48
716,259.462
795,167.069
2990,95.057
4258,78.332
4259,91.919
182,249.963
823,610.822
3005,495.836
4971,201.236
6923,222.371
995,337.622
2144,424.248
3398,513.827
1244,836.304
2237,244.692
1842,255.695
517,302.328
1536,373.957
2176,98.915
4260,308.111
4261,208.722
4262,128.437
3176,472.63
3399,512.658
4184,356.083
5425,235.717
6433,248.133
7040,217.302
7496,213.187
3365,439.671
1424,849.105
504,911.022
184,425.942
1299,139.737
1523,159.66
1524,69.148
2449,163.222
4155,191.256
4263,275.23
1198,351.36
3546,207.771
419,388.093
1501,525.967
2320,309.534
1610,769.874
472,137.882
1645,74.844
3309,132.936
3704,326.941
3163,155.599
4264,73.848
4265,53.485
1422,289.083
318,875.143
1282,876.309
407,850.991
1834,860.836
1963,928.734
1990,876.116
2030,841.956
102,1242.804
1024,897.689
2677,747.935
276,1236.943
2844,801.576
1507,766.369
3933,883.232
4046,887.827
1321,782.143
122,831.439
868,897.947
1686,893.67
1815,855.854
2066,408.04
3345,882.968
3678,877.836
4215,849.1
4318,855.118
1978,851.884
4667,867.787
5108,163.263
5443,841.249
6610,657.208
6986,290.887
6054,371.771
93,660.75
360,976.0
361,173.753
362,441.601
363,491.502
364,128.48
365,129.385
226,287.382
366,238.528
367,175.272
501,943.06
204,897.377
1514,845.797
1587,419.273
393,854.499
1748,893.809
1991,334.206
101,1241.762
616,712.122
2194,803.024
466,393.047
3023,837.966
740,907.481
1417,893.397
505,997.064
3740,848.013
3932,856.187
3990,891.369
4076,849.808
4139,230.453
4141,592.619
606,863.481
600,897.884
700,880.07
1228,891.015
2222,906.295
2543,860.218
2580,885.704
2796,859.302
2992,865.73
3190,393.032
3284,902.365
3707,842.556
3694,866.15
3696,901.303
3778,811.162
3946,837.85
4156,857.158
4162,561.315
4232,890.931
2428,806.65
4434,880.365
4500,862.13
4564,610.851
5090,799.596
5109,862.521
5145,865.7
3662,848.612
5248,282.697
5325,421.511
5958,883.96
6002,862.258
6251,883.774
6307,331.646
6902,831.605
5531,825.974
6959,883.292
3629,847.151
7015,803.033
6151,880.155
7471,823.079
7928,850.826
8028,772.756
8043,800.137
316,1230.11
368,1235.343
187,1238.846
108,1167.83
348,1184.882
369,1212.073
489,883.949
1723,842.991
1987,396.884
649,894.716
1730,561.109
2412,854.287
1609,956.196
2499,874.551
3492,903.278
3610,805.189
412,813.16
172,884.781
663,906.857
800,555.465
2224,880.498
2442,859.613
2521,849.976
2922,857.708
3344,225.842
3719,836.15
3752,850.474
4327,826.682
4338,855.617
4306,893.377
4316,905.931
4476,865.833
4625,427.689
4665,845.541
4732,591.622
4733,894.526
4739,904.531
5184,834.464
5282,839.831
5303,845.205
5343,854.167
5543,851.619
5671,853.341
5760,885.612
5821,819.103
6020,848.158
7113,805.441
7911,863.953
162,812.188
165,862.711
341,1244.67
186,1237.129
391,1227.772
346,1233.462
349,1237.696
342,1240.386
1110,1041.869
1112,878.709
2674,894.399
2513,929.749
113,1234.326
3300,877.797
1780,938.423
2813,866.257
4228,465.746
548,729.778
1565,473.208
1668,907.208
1885,900.763
1955,812.146
2084,831.464
2441,891.272
3217,729.891
3357,836.983
4511,932.981
4718,850.606
4785,859.53
4789,831.472
4783,812.113
4832,885.804
5483,746.807
5522,787.043
5548,851.227
5735,874.76
5883,809.5
5894,864.422
6023,846.168
7450,614.682
4765,806.545
8013,741.514
390,885.636
639,885.793
978,883.049
1482,861.038
1483,520.744
104,689.682
1484,258.995
789,223.891
1485,129.101
1486,188.073
1487,264.049
1488,289.877
1489,626.171
1490,432.02
2216,846.469
2404,861.525
1841,877.491
2435,799.503
2502,531.137
1974,869.295
671,729.374
3107,913.89
608,917.343
1419,610.152
1814,878.183
1926,896.878
2268,772.531
2304,884.681
2732,889.552
735,1033.857
2886,733.583
3151,870.657
3298,879.315
3348,846.598
3534,874.114
3820,840.884
3962,866.695
4032,867.882
4350,900.963
4357,837.587
4375,410.963
4503,862.17
4626,873.984
4277,889.062
4805,859.65
4862,843.267
5091,880.292
5143,444.859
5203,862.485
5351,851.617
5486,847.85
4008,876.386
6067,848.752
6152,878.222
6314,831.604
6356,327.702
7128,843.94
7332,418.041
7094,604.474
7485,867.978
7055,766.902
8003,836.411
8051,860.647
61,663.611
491,884.066
1039,920.262
982,876.343
273,1238.832
344,1237.131
1156,1205.569
275,988.347
109,1093.521
2263,857.246
2744,850.549
3426,858.724
432,900.601
3905,910.341
790,877.443
914,912.303
2053,728.382
2650,915.968
3866,843.317
4358,857.858
5130,742.814
7232,878.876
319,1219.435
315,1232.48
492,1200.871
317,1201.386
103,348.049
1772,567.258
2368,865.122
1303,940.48
2975,579.602
473,849.799
1466,932.72
2132,423.313
2291,261.559
4128,837.113
4724,854.29
1018,781.301
4883,863.365
5104,845.817
5463,843.173
5830,850.435
5911,391.229
6840,842.135
6852,513.148
7366,831.089
7466,489.696
242,931.272
321,1243.229
382,915.642
536,842.528
67,452.332
730,815.616
560,305.216
1703,868.075
274,1239.434
2217,279.463
1216,391.011
2218,458.637
2219,333.676
2220,302.356
2221,241.063
2223,218.496
2960,879.837
2791,924.861
3097,839.594
3652,321.349
3770,854.449
3881,867.201
152,851.003
355,912.654
658,766.128
1194,909.494
2477,884.949
2683,820.373
3002,770.204
3224,880.215
3326,832.535
3578,859.545
4114,862.398
4403,901.1
5071,330.378
5685,819.921
5710,850.738
5857,291.37
6167,822.174
5524,874.833
6738,857.908
7010,854.219
7545,888.836
