Node,SIR
1,411.661
2,343.915
3,416.88
4,575.92
5,107.06
6,365.398
7,100.0
8,684.144
9,99.912
10,1054.944
11,354.592
3942,524.528
3586,398.264
2937,382.132
3717,519.371
4814,360.271
6629,424.081
7341,336.111
7780,404.031
6878,337.201
973,470.749
2318,335.907
430,700.555
3493,402.123
474,268.148
1944,601.279
4544,1306.691
12,304.923
13,386.726
14,557.018
15,594.58
16,402.728
17,1059.605
18,342.029
19,483.191
20,162.102
21,101.943
3711,493.179
2352,418.12
5477,241.459
7252,219.53
7026,300.608
52,500.442
931,335.721
81,1438.689
2354,335.444
28,638.302
3539,673.025
729,507.262
22,1117.024
23,458.049
24,716.273
25,427.143
26,153.215
27,557.998
29,697.988
30,602.07
31,567.391
1278,536.003
1502,433.012
5338,447.92
3200,383.743
32,1339.324
33,1441.742
34,1445.036
35,1442.297
36,1441.605
37,1434.654
38,1440.889
39,1443.638
40,1382.203
41,1439.392
3825,329.721
5319,436.284
5858,455.808
5917,396.939
6732,345.489
5404,424.582
42,332.742
43,157.984
44,184.194
45,262.723
46,437.513
47,145.368
48,59.33
49,628.581
50,55.364
51,86.36
1564,646.788
1513,378.154
1530,212.53
1343,211.851
1531,338.94
1532,200.11
1533,301.653
1534,331.845
1631,541.959
7046,187.271
8070,312.307
262,859.005
1569,377.588
1296,212.863
169,656.132
469,179.247
1632,48.267
1633,83.595
1634,495.44
1635,44.103
1636,311.783
1247,503.042
399,309.35
2259,132.897
2549,310.89
2550,205.708
451,492.568
2551,105.534
604,873.559
2552,1057.882
2553,396.818
3734,527.348
5612,510.797
3206,315.173
539,1110.96
71,546.487
635,236.129
2556,374.766
2576,469.06
917,787.145
3212,117.723
3213,270.095
2678,789.222
3439,363.139
7368,288.39
7964,539.282
8110,725.251
1940,560.562
2301,609.549
3491,391.174
2615,288.149
4133,716.341
5306,618.99
864,529.243
185,1438.81
80,1445.263
320,1439.133
447,1437.441
189,1436.855
1340,1314.361
448,1427.002
1100,172.788
256,471.691
1505,839.272
4268,202.718
4269,1066.283
1862,601.138
561,654.445
3936,192.246
2725,483.882
2842,211.28
4270,269.321
4271,213.919
4272,137.158
4273,380.508
1739,663.817
4787,486.676
2715,529.414
4294,256.327
3819,483.526
711,437.789
288,1438.065
314,1423.598
271,1444.813
191,1442.362
100,1444.209
110,1448.547
112,1443.618
193,1414.213
2952,554.176
4206,333.479
4136,447.631
6319,363.515
6535,682.645
2311,497.885
1653,374.006
4400,690.971
5345,515.153
7157,477.657
7488,625.995
5836,305.999
7713,345.422
303,778.536
2843,373.688
188,919.121
748,418.915
2463,358.807
2003,339.218
2004,207.851
2853,268.902
1032,488.549
1972,184.51
1553,508.824
2854,92.222
3523,378.688
1153,458.972
2233,647.934
2474,551.756
3429,516.047
5159,569.259
6078,485.631
7451,380.039
2571,411.636
3146,470.697
200,530.627
3528,305.212
2671,547.945
692,275.591
1942,689.349
2150,536.317
219,321.594
1381,259.068
3786,262.307
4210,56.049
175,1224.355
520,742.384
205,600.992
1097,138.052
3378,322.712
716,397.2
795,245.395
2990,109.674
4258,111.523
4259,151.995
182,389.37
823,814.74
3005,722.429
4971,291.322
6923,339.513
995,460.613
2144,605.24
3398,736.679
1244,1034.565
2237,314.733
1842,326.534
517,425.264
1536,469.971
2176,160.225
4260,447.627
4261,361.877
4262,177.577
3176,640.843
3399,669.207
4184,442.474
5425,370.072
6433,322.242
7040,294.449
7496,357.628
3365,640.91
1424,1025.473
