Node,SIR
1,211.206
2,175.47
3,232.406
4,255.807
5,48.107
6,220.295
7,47.682
8,337.204
9,45.89
10,726.377
11,153.96
3942,293.226
3586,186.619
2937,182.792
3717,291.482
4814,178.173
6629,182.097
7341,147.114
7780,214.475
6878,165.267
973,247.689
2318,171.43
430,356.33
3493,200.043
474,115.941
1944,324.404
4544,822.473
12,137.681
13,164.439
14,297.753
15,330.322
16,185.686
17,694.132
18,179.432
19,226.09
20,80.134
21,52.495
3711,254.896
2352,184.643
5477,106.401
7252,101.632
7026,121.48
52,290.013
931,161.877
81,1049.256
2354,195.895
28,320.784
3539,421.897
729,216.63
22,731.66
23,204.919
24,393.171
25,172.726
26,70.734
27,305.419
29,368.752
30,310.68
31,301.332
1278,313.252
1502,202.431
5338,217.523
3200,210.814
32,920.039
33,1042.301
34,1044.353
35,1043.955
36,1046.773
37,1030.621
38,1039.675
39,1054.289
40,985.081
41,1047.794
3825,196.415
5319,234.91
5858,237.33
5917,226.364
6732,186.021
5404,232.643
42,169.989
43,96.1
44,85.838
45,127.897
46,212.337
47,63.251
48,34.595
49,285.82
50,18.047
51,30.905
1564,359.776
1513,197.474
1530,83.471
1343,77.273
1531,178.307
1532,89.444
1533,139.433
1534,166.749
1631,258.978
7046,116.041
8070,117.074
262,438.123
1569,160.017
1296,81.526
169,314.881
469,70.417
1632,20.433
1633,40.257
1634,236.629
1635,17.133
1636,148.579
1247,242.108
399,139.611
2259,62.807
2549,145.095
2550,93.757
451,281.314
2551,41.306
604,580.96
2552,694.66
2553,204.587
3734,263.274
5612,227.437
3206,159.076
539,775.048
71,259.734
635,99.561
2556,170.971
2576,250.103
917,404.436
3212,56.739
3213,122.754
2678,473.183
3439,153.289
7368,134.552
7964,278.587
8110,440.073
1940,295.486
2301,291.097
3491,193.626
2615,123.018
4133,302.143
5306,342.805
864,284.135
185,1042.776
80,1053.448
320,1046.471
447,1047.162
189,1038.106
1340,868.578
448,1033.648
1100,67.392
256,271.863
1505,460.148
4268,84.216
4269,691.075
1862,289.028
561,312.55
3936,84.995
2725,237.36
2842,96.634
4270,104.922
4271,91.244
4272,58.056
4273,214.819
1739,334.005
4787,242.779
2715,308.284
4294,116.651
3819,241.325
711,249.671
288,1023.39
314,1019.287
271,1047.984
191,1055.179
100,1043.362
110,1050.291
112,1055.223
193,995.998
2952,312.71
4206,195.722
4136,223.133
6319,197.371
6535,412.179
2311,259.584
1653,200.23
4400,372.729
5345,270.099
7157,265.043
7488,345.446
5836,173.995
7713,160.678
303,413.06
2843,167.874
188,508.629
748,206.514
2463,150.104
2003,143.704
2004,89.58
2853,123.287
1032,241.308
1972,81.447
1553,273.578
2854,36.512
3523,181.182
1153,213.941
2233,338.862
2474,242.055
3429,265.106
5159,307.052
6078,244.465
7451,187.38
2571,195.02
3146,236.937
200,222.273
3528,145.643
2671,270.198
692,152.102
1942,399.582
2150,292.411
219,151.732
1381,126.476
3786,130.856
4210,40.22
175,720.011
520,375.795
205,333.422
1097,55.533
3378,164.068
716,196.155
795,100.512
2990,65.587
4258,48.902
4259,76.672
182,176.39
823,415.665
3005,384.454
4971,135.954
6923,179.469
995,221.863
2144,289.077
3398,359.521
1244,673.805
2237,179.139
1842,168.565
517,196.432
1536,246.237
2176,64.899
4260,204.484
4261,146.997
4262,85.516
3176,314.586
3399,371.895
4184,211.073
5425,153.468
6433,155.382
7040,123.911
7496,177.348
3365,319.701
1424,685.576
504,696.394
184,280.606
1299,73.279
1523,110.976
1524,53.236
2449,111.865
4155,150.05
4263,209.119
1198,245.837
3546,154.986
419,266.153
1501,392.14
2320,171.496
1610,601.947
472,88.065
1645,58.19
3309,99.588
3704,216.299
3163,106.244
4264,54.004
4265,32.288
1422,182.765
318,696.522
1282,681.067
407,699.969
1834,717.175
1963,710.28
1990,705.126
2030,658.682
102,1051.121
1024,692.126
2677,603.866
276,1055.776
2844,648.743
1507,608.24
3933,709.552
4046,718.573
1321,641.667
122,674.821
868,679.243
1686,702.94
1815,695.457
2066,298.941
3345,692.088
3678,701.685
4215,726.057
4318,719.917
1978,731.545
4667,710.509
5108,117.743
5443,686.821
6610,512.621
6986,208.078
6054,244.025
93,515.311
360,805.294
361,144.524
362,292.298
363,345.495
364,106.477
365,132.314
226,208.833
366,162.76
367,139.642
501,764.348
204,754.609
1514,687.393
1587,316.695
393,694.38
1748,739.707
1991,235.166
101,1052.373
616,582.917
2194,687.827
466,292.107
3023,683.739
740,728.296
1417,716.437
505,799.69
3740,699.272
3932,693.898
3990,683.184
4076,694.724
4139,150.089
4141,427.172
606,700.892
600,723.423
700,689.819
1228,708.924
2222,737.043
2543,663.079
2580,718.847
2796,715.616
2992,729.574
3190,280.122
3284,703.613
3707,719.483
3694,706.108
3696,768.274
3778,669.886
3946,665.868
4156,752.1
4162,441.582
4232,692.288
2428,625.074
4434,716.544
4500,670.082
4564,443.404
5090,653.164
5109,678.265
5145,725.864
3662,722.144
5248,220.941
5325,310.772
5958,702.79
6002,684.784
6251,709.787
6307,226.272
6902,660.722
5531,668.543
6959,694.458
3629,717.81
7015,674.008
6151,704.513
7471,717.786
7928,643.073
8028,627.716
8043,679.799
316,1052.946
368,1034.201
187,1049.618
108,957.761
348,999.74
369,989.247
489,670.958
1723,670.414
1987,297.73
649,720.095
1730,413.777
2412,697.325
1609,769.703
2499,683.337
3492,688.913
3610,692.417
412,633.391
172,751.262
663,732.184
800,434.97
2224,738.427
2442,713.359
2521,741.92
2922,699.864
3344,148.185
3719,670.505
3752,692.062
4327,695.763
4338,676.354
4306,708.081
4316,732.093
4476,692.104
4625,363.599
4665,714.853
4732,446.218
4733,711.517
4739,726.122
5184,684.953
5282,694.735
5303,645.945
5343,678.559
5543,688.0
5671,674.867
5760,693.25
5821,645.117
6020,727.776
7113,681.645
7911,697.556
162,693.891
165,723.234
341,1050.51
186,1036.778
391,1029.889
346,1046.906
349,1044.57
342,1049.203
1110,823.319
1112,705.987
2674,706.872
2513,754.556
113,1045.675
3300,646.079
1780,779.336
2813,731.951
4228,315.99
548,543.458
1565,377.481
1668,704.698
1885,721.917
1955,665.976
2084,714.141
2441,736.595
3217,561.707
3357,690.937
4511,745.722
4718,680.847
4785,656.456
4789,637.431
4783,663.454
4832,740.336
5483,617.423
5522,645.545
5548,695.15
5735,702.973
5883,665.172
