Node,SIR
1,72.165
2,39.743
3,66.892
4,77.354
5,17.931
6,80.366
7,11.278
8,103.473
9,12.401
10,363.62
11,34.075
3942,81.209
3586,43.15
2937,44.334
3717,102.48
4814,50.118
6629,47.359
7341,34.622
7780,77.415
6878,31.69
973,84.837
2318,42.617
430,109.433
3493,86.517
474,30.218
1944,108.703
4544,347.86
12,33.438
13,44.066
14,90.702
15,97.198
16,60.09
17,343.16
18,60.345
19,59.12
20,24.65
21,8.398
3711,72.17
2352,49.918
5477,33.652
7252,30.777
7026,38.776
52,83.825
931,42.01
81,602.602
2354,56.733
28,89.432
3539,160.305
729,88.495
22,357.003
23,48.978
24,93.194
25,55.896
26,23.427
27,105.656
29,106.946
30,104.826
31,99.779
1278,99.869
1502,70.771
5338,85.736
3200,66.246
32,481.778
33,593.889
34,609.351
35,600.653
36,606.212
37,585.56
38,593.503
39,604.958
40,500.201
41,597.201
3825,64.899
5319,73.678
5858,67.002
5917,63.433
6732,73.862
5404,88.922
42,42.383
43,25.962
44,20.739
45,31.314
46,54.199
47,15.388
48,5.545
49,85.022
50,7.698
51,4.686
1564,109.031
1513,64.978
1530,17.965
1343,17.991
1531,37.302
1532,21.887
1533,41.262
1534,35.161
1631,62.482
7046,22.639
8070,38.763
262,132.751
1569,34.12
1296,23.295
169,83.731
469,21.877
1632,7.086
1633,13.614
1634,67.932
1635,4.305
1636,32.775
1247,53.059
399,37.643
2259,11.098
2549,37.449
2550,24.746
451,113.294
2551,9.229
604,275.775
2552,351.61
2553,65.297
3734,77.065
5612,78.174
3206,46.666
539,378.715
71,63.74
635,28.539
2556,38.652
2576,87.942
917,122.598
3212,16.073
3213,35.017
2678,230.451
3439,46.396
7368,35.413
7964,75.619
8110,195.759
1940,100.629
2301,99.08
3491,65.554
2615,27.845
4133,94.023
5306,150.265
864,89.318
185,593.186
80,615.122
320,588.415
447,600.271
189,582.962
1340,435.753
448,558.148
1100,23.146
256,72.601
1505,168.891
4268,19.751
4269,346.109
1862,104.671
561,110.972
3936,24.865
2725,89.96
2842,26.79
4270,17.425
4271,19.09
4272,15.882
4273,42.353
1739,110.045
4787,68.325
2715,122.331
4294,22.667
3819,70.015
711,71.872
288,567.697
314,569.577
271,608.63
191,605.362
100,595.376
110,609.16
112,598.967
193,532.033
2952,104.37
4206,54.265
4136,68.042
6319,54.127
6535,159.036
2311,48.621
1653,50.298
4400,97.429
5345,87.52
7157,92.459
7488,109.585
5836,33.713
7713,39.041
303,120.528
2843,60.828
188,182.93
748,40.786
2463,39.269
2003,36.675
2004,15.943
2853,30.936
1032,107.91
1972,20.057
1553,58.722
2854,8.467
3523,53.455
1153,51.793
2233,116.961
2474,57.735
3429,88.488
5159,79.516
6078,70.958
7451,54.856
2571,43.567
3146,56.177
200,89.17
3528,37.389
2671,69.181
692,29.212
1942,136.344
2150,82.808
219,43.407
1381,22.901
3786,42.831
4210,11.476
175,299.56
520,121.575
205,97.152
1097,8.086
3378,41.221
716,61.386
795,28.348
2990,9.971
4258,16.356
4259,14.43
182,51.567
823,124.574
3005,94.782
4971,41.933
6923,41.766
995,60.888
2144,76.492
3398,116.448
1244,331.034
2237,35.715
1842,42.111
517,40.886
1536,86.086
2176,15.175
4260,48.508
4261,39.719
4262,16.807
3176,84.355
3399,128.796
4184,67.936
5425,43.345
6433,34.893
7040,30.277
7496,44.097
3365,107.346
1424,356.247
504,338.527
184,77.519
1299,26.352
1523,28.131
1524,12.484
2449,27.512
4155,48.79
4263,58.075
1198,59.649
3546,31.069
419,92.255
1501,133.488
2320,57.718
1610,316.609
472,21.926
1645,10.697
3309,26.343
3704,56.762
3163,24.321
4264,17.084
