Node,SIR
0,9.036
2,18.153
12,3.401
21,4.039
25,4.062
33,5.156
45,2.364
54,2.865
69,2.937
78,2.558
131,1.936
164,2.557
209,3.505
211,2.4
217,4.341
225,2.381
254,2.129
301,2.604
325,2.52
366,2.161
430,2.678
439,2.333
456,1.896
496,2.191
505,2.134
540,2.469
558,3.466
574,3.5
593,2.004
639,2.229
823,1.974
837,2.029
845,2.02
888,2.207
929,2.091
930,2.051
1,7.207
3,9.419
7,10.427
13,5.589
16,2.638
17,6.17
18,6.702
87,2.732
265,2.533
564,2.025
648,1.739
903,1.722
4,13.418
6,6.382
8,5.073
10,7.876
14,5.53
24,5.273
27,4.505
31,6.293
32,4.646
35,4.323
36,3.886
41,3.937
44,4.967
47,4.172
49,2.923
52,4.059
56,5.024
63,5.765
64,4.439
74,2.621
79,3.696
83,4.261
88,3.756
92,3.648
119,3.578
134,6.575
143,3.806
153,3.404
165,4.307
175,3.466
202,3.528
210,4.335
223,4.019
228,3.363
234,2.986
236,3.562
248,3.509
251,3.229
269,3.294
289,3.603
312,3.541
329,2.811
333,3.039
339,2.97
340,3.422
364,2.982
379,3.128
446,3.145
452,2.919
454,2.972
466,2.945
483,4.375
487,3.242
507,2.982
529,2.433
572,3.123
580,2.7
585,3.567
608,3.735
610,4.686
619,3.213
620,2.649
621,3.167
657,3.195
671,2.699
677,2.996
686,2.92
688,2.714
720,3.03
736,2.581
750,2.987
792,2.948
796,2.932
814,3.072
816,3.041
851,2.662
873,2.908
877,2.696
924,2.971
966,2.699
5,20.958
106,2.764
127,4.047
130,4.088
189,2.316
197,1.987
247,2.396
328,2.284
338,2.396
382,4.247
498,2.065
500,2.342
952,1.979
11,11.329
26,7.267
28,4.945
29,2.981
30,6.182
61,4.271
86,4.223
91,3.32
93,2.998
109,3.326
138,3.248
142,4.851
154,2.694
183,3.509
192,3.044
194,4.072
206,3.238
294,2.654
297,2.684
300,2.134
374,2.603
386,2.229
433,3.961
531,2.707
576,2.57
581,2.437
605,2.241
658,3.388
779,2.791
782,2.584
788,2.861
844,2.468
911,4.243
918,2.081
980,2.219
983,2.606
986,2.24
9,5.141
15,9.011
20,3.759
34,5.094
43,4.194
46,3.117
50,5.735
57,4.273
60,5.686
62,5.188
67,6.673
71,5.454
75,3.311
80,4.29
90,4.066
101,4.549
103,3.706
105,3.636
108,3.287
114,5.699
125,3.702
126,4.221
141,3.968
156,4.817
173,3.665
185,4.403
219,4.409
230,3.483
243,4.279
249,3.207
250,3.056
252,2.86
268,4.316
274,3.674
277,4.245
306,3.765
337,3.046
352,3.468
356,3.353
357,4.383
358,3.122
373,3.74
377,3.923
378,3.344
393,3.542
437,3.624
451,2.905
511,3.347
530,3.596
562,3.293
563,3.406
565,3.643
573,3.464
578,3.013
582,3.561
649,3.341
662,2.969
667,4.011
685,3.318
715,3.329
716,3.568
722,3.341
738,3.133
753,3.132
762,3.548
766,3.03
769,3.269
778,3.108
819,3.082
855,2.826
862,3.064
885,3.245
897,3.27
917,3.263
954,2.778
962,3.353
964,3.071
978,3.339
990,3.069
37,3.103
81,3.176
170,2.361
207,2.741
220,1.994
253,2.282
471,2.16
522,1.83
773,1.871
856,1.841
19,5.71
38,3.719
39,4.034
72,3.571
73,3.266
96,2.784
113,3.294
116,2.647
117,3.558
121,2.551
139,3.677
158,2.58
159,2.525
176,2.971
179,3.154
190,2.983
195,2.796
196,2.382
215,2.662
216,3.03
305,2.506
394,2.5
395,2.946
407,2.534
434,2.478
436,2.469
477,2.396
546,2.172
547,2.513
584,2.868
612,2.429
632,2.703
702,2.513
791,2.526
870,2.561
963,2.799
981,2.494
316,1.924
633,1.718
42,2.868
95,2.787
137,1.658
323,2.131
464,2.043
843,1.648
22,2.671
76,3.795
111,3.754
231,2.417
348,2.076
447,2.007
450,1.963
463,1.891
472,1.831
486,2.114
524,1.927
539,1.998
622,1.743
811,2.016
23,3.685
40,3.794
110,2.842
122,3.637
136,2.895
212,2.597
222,2.503
261,2.855
314,2.735
408,2.16
420,2.687
445,2.815
480,2.578
533,2.14
550,2.367
591,2.589
594,2.208
625,2.006
701,2.135
705,2.188
755,2.61
941,2.075
998,1.993
120,1.943
135,2.338
166,1.825
600,1.865
713,1.769
68,3.75
99,2.936
266,1.902
267,2.594
276,1.87
350,1.732
423,2.077
495,2.286
687,1.699
907,1.973
937,1.859
97,1.838
174,2.439
242,1.926
299,1.999
336,1.987
427,1.957
462,2.211
596,1.931
602,1.918
647,1.669
804,2.024
961,1.652
53,2.263
55,3.438
123,2.492
150,2.461
227,2.731
241,2.516
245,2.471
381,2.134
401,1.793
432,2.415
569,1.792
641,2.02
684,2.127
696,2.433
735,1.967
746,2.38
777,2.218
798,2.336
841,2.201
849,1.949
919,2.073
931,2.144
429,1.543
51,3.391
58,2.292
59,3.827
77,2.557
304,2.36
628,1.968
638,2.231
666,1.863
809,1.81
822,1.85
934,1.758
118,1.675
256,2.384
349,2.157
426,2.023
497,1.993
599,1.706
606,1.966
672,1.881
734,1.989
787,2.01
829,1.719
892,1.985
65,2.175
100,1.859
104,3.843
264,2.129
385,1.975
387,2.299
519,1.952
538,2.037
545,1.911
725,2.035
730,1.609
882,1.631
905,1.601
920,1.63
945,2.294
631,1.899
180,2.334
390,1.823
317,2.809
900,1.475
383,1.62
444,1.816
617,1.735
757,1.41
460,1.602
494,1.686
515,1.711
255,1.62
372,1.83
389,1.778
396,1.406
443,1.547
561,1.561
928,1.668
969,1.476
66,2.274
149,2.066
205,2.29
346,2.077
413,2.061
490,1.919
532,1.771
710,2.022
723,1.948
355,1.718
388,2.652
399,1.792
470,1.462
597,1.543
922,1.5
975,1.522
181,1.816
362,1.685
402,2.091
520,1.574
743,1.623
850,1.672
177,2.036
48,3.443
140,2.569
151,2.403
152,2.063
240,1.65
257,2.162
272,2.41
491,2.169
650,1.692
768,1.716
132,2.246
145,2.378
157,2.836
324,1.846
371,1.963
513,1.896
760,1.82
808,1.976
821,1.832
834,1.831
82,3.222
384,1.865
459,1.794
98,2.181
204,2.207
208,2.827
293,2.243
309,2.283
345,1.821
479,1.67
485,2.168
548,1.792
583,1.926
729,1.741
770,1.821
813,1.822
848,1.916
864,2.005
953,1.685
977,2.047
991,1.726
668,1.679
913,1.862
675,1.765
171,1.669
144,2.022
416,1.939
435,2.052
624,1.779
85,3.06
972,1.523
94,2.036
683,1.722
765,1.467
948,1.546
112,3.829
310,1.503
761,1.628
860,1.722
872,1.556
474,2.428
910,1.514
933,1.704
465,1.647
693,1.391
107,2.154
186,2.994
441,1.578
508,1.538
669,1.635
807,1.618
70,2.219
331,2.014
728,1.666
128,1.967
129,2.452
155,1.978
172,2.096
260,2.066
308,2.151
322,1.953
327,1.971
342,1.973
375,2.003
469,1.928
654,1.74
682,2.235
995,1.733
287,1.77
290,2.083
311,2.786
689,1.313
908,1.491
926,1.92
191,2.024
461,1.577
521,1.814
559,1.929
618,1.391
84,1.945
403,1.938
438,1.376
806,1.557
994,1.39
160,2.007
417,2.169
589,1.965
661,1.508
970,1.674
697,1.814
974,1.519
229,1.95
115,2.047
146,2.545
169,2.533
199,2.534
319,1.568
609,1.655
615,1.733
783,2.076
188,1.973
351,2.107
411,1.842
698,1.622
747,1.901
801,2.009
889,1.92
895,1.682
916,1.834
330,2.469
863,1.431
881,1.782
283,2.249
365,1.538
541,1.476
613,1.784
984,1.673
147,2.791
263,1.617
270,1.887
514,1.772
643,1.917
673,1.83
951,1.91
955,1.853
273,1.994
278,1.822
281,1.84
824,1.79
833,1.582
404,1.84
544,1.741
292,2.718
168,2.219
182,2.021
237,1.873
398,1.784
414,2.527
482,2.118
516,1.877
536,1.828
556,1.744
784,1.815
842,1.864
847,1.781
853,1.764
867,1.932
891,2.188
102,2.584
124,2.071
275,1.505
280,1.815
655,1.571
288,1.664
592,1.552
940,1.589
187,2.045
244,1.602
282,2.207
354,1.737
492,1.744
512,2.018
518,1.604
732,1.535
754,1.727
826,1.586
999,1.933
528,1.494
912,1.369
167,1.734
406,1.471
484,1.628
517,1.519
397,1.963
626,1.685
598,1.609
703,1.513
884,1.546
767,1.418
935,1.469
590,1.492
89,2.997
455,1.566
857,1.806
271,1.987
944,1.454
162,2.086
307,1.945
353,1.778
714,1.61
749,1.612
774,1.516
939,1.588
367,1.462
577,1.535
726,1.533
992,1.494
148,2.008
201,2.225
679,1.783
133,2.165
575,1.719
579,1.641
740,1.716
745,1.697
838,1.704
865,1.612
313,1.351
868,1.475
369,1.963
200,1.767
213,2.489
510,1.607
805,1.542
810,1.539
224,2.963
262,1.892
360,1.655
936,1.52
193,1.633
246,2.123
656,1.536
284,1.677
302,1.572
318,1.567
334,1.929
428,1.826
652,1.83
846,1.569
335,1.405
557,1.493
904,1.389
614,1.403
161,2.985
238,1.914
629,1.657
852,1.596
285,1.689
286,1.736
321,2.028
501,1.755
554,1.677
886,1.694
552,1.417
717,1.54
771,1.36
836,1.628
982,1.45
295,1.579
303,1.707
410,1.644
503,1.719
670,1.467
731,1.841
793,1.685
279,1.966
985,1.522
894,1.376
214,1.669
315,1.807
442,1.615
706,1.492
744,1.578
634,1.325
218,1.619
239,1.564
178,1.971
343,1.616
909,1.458
971,1.544
979,1.741
623,1.511
692,1.373
226,1.75
376,1.825
489,1.579
534,1.824
543,1.824
718,2.082
391,1.33
794,1.42
163,1.696
587,1.639
763,1.425
542,1.74
341,1.825
759,1.332
184,2.925
415,1.821
854,1.458
425,1.355
949,1.539
751,1.345
595,1.713
883,1.64
566,1.868
785,1.967
644,1.369
235,1.607
409,1.975
431,1.734
551,1.818
570,2.12
680,1.414
815,1.521
259,1.751
298,1.775
467,1.687
560,1.639
704,1.494
840,1.512
449,1.487
527,1.924
627,1.82
927,1.714
198,1.779
419,2.06
468,1.841
473,1.701
733,1.813
424,1.603
233,1.635
478,1.498
603,1.353
421,1.733
476,1.445
742,1.683
812,1.538
457,2.074
535,1.358
630,1.426
203,1.779
475,1.811
601,1.684
861,1.396
567,1.379
835,1.609
568,1.433
830,1.487
874,1.359
332,1.628
665,1.513
958,1.428
537,1.449
660,1.337
359,2.839
221,1.742
828,1.3
678,1.374
887,1.417
405,1.721
866,1.339
296,1.425
775,1.88
946,1.632
440,1.456
232,1.496
320,1.671
820,1.556
368,1.592
616,1.523
506,1.554
453,1.484
504,1.38
724,1.365
646,1.465
499,1.498
645,1.448
493,2.168
607,1.517
957,1.326
344,1.887
664,1.696
960,1.682
858,1.688
875,1.797
636,1.328
923,1.465
258,1.637
893,1.397
361,1.617
400,1.558
914,1.412
291,1.743
709,1.894
831,1.584
876,1.28
932,1.4
993,1.601
422,2.053
549,1.675
708,1.547
523,1.44
363,1.554
509,1.507
795,1.371
799,1.424
818,1.343
392,1.591
707,1.345
898,1.38
681,1.52
721,1.407
347,1.413
859,1.387
973,1.339
418,1.645
604,1.915
800,1.346
947,1.453
555,1.59
959,1.417
803,1.541
890,1.314
663,1.414
659,1.541
412,1.851
571,2.01
653,1.548
370,1.581
458,1.33
586,1.457
776,1.522
553,1.791
502,1.701
326,1.432
637,1.512
756,1.4
640,1.775
448,1.335
694,1.407
712,1.946
764,1.611
878,1.468
968,1.367
588,1.312
642,1.469
786,1.421
700,1.334
901,1.407
967,1.324
481,1.785
988,1.577
380,1.316
611,1.431
526,1.382
651,1.366
690,1.32
989,1.384
488,1.565
871,1.646
525,1.424
943,1.281
737,1.566
674,1.722
956,1.478
711,1.424
699,1.426
635,1.539
915,1.477
869,1.308
832,1.331
781,1.742
902,1.449
676,1.466
950,1.241
691,1.363
899,1.307
921,1.36
996,1.345
997,1.376
695,1.357
790,1.425
772,1.458
719,1.398
748,1.457
802,1.656
976,1.288
879,1.414
780,1.326
987,1.309
965,1.272
880,1.359
789,1.32
827,1.415
906,1.297
758,1.383
741,1.606
925,1.264
797,1.563
942,1.351
727,1.346
825,1.364
739,1.353
752,1.397
817,1.267
896,1.3
938,1.738
839,1.245
