Node,SIR
0,13.108
2,25.884
12,5.65
21,6.424
25,5.817
33,8.161
45,4.857
54,4.625
69,5.231
78,4.029
131,2.786
164,3.722
209,4.937
211,3.526
217,7.597
225,3.181
254,3.181
301,3.974
325,3.819
366,2.704
430,3.783
439,3.422
456,2.973
496,3.1
505,3.322
540,2.924
558,6.12
574,5.854
593,3.266
639,2.992
823,2.705
837,3.314
845,2.714
888,2.789
929,3.051
930,2.861
1,11.023
3,15.357
7,17.136
13,7.843
16,4.564
17,9.47
18,9.902
87,4.32
265,3.657
564,3.243
648,2.286
903,2.743
4,22.012
6,9.838
8,7.717
10,11.282
14,8.911
24,7.918
27,6.409
31,9.776
32,6.931
35,6.971
36,7.345
41,6.698
44,7.755
47,6.486
49,5.406
52,6.636
56,8.463
63,9.279
64,5.704
74,4.845
79,5.59
83,5.824
88,5.659
92,5.498
119,4.388
134,10.418
143,4.994
153,5.659
165,7.181
175,5.089
202,5.805
210,6.405
223,5.864
228,5.674
234,4.864
236,5.697
248,5.566
251,4.742
269,4.651
289,4.967
312,5.062
329,5.338
333,3.923
339,5.084
340,4.772
364,4.803
379,4.312
446,3.796
452,4.786
454,5.261
466,4.2
483,7.771
487,4.49
507,4.84
529,4.348
572,4.34
580,4.607
585,6.097
608,5.676
610,7.059
619,4.451
620,4.456
621,5.261
657,4.731
671,3.292
677,5.074
686,3.696
688,4.344
720,4.779
736,4.264
750,4.764
792,4.408
796,4.324
814,5.534
816,4.178
851,4.586
873,3.961
877,4.302
924,4.125
966,4.877
5,30.41
106,3.851
127,6.164
130,6.482
189,4.007
197,3.436
247,3.377
328,3.436
338,2.933
382,6.357
498,3.412
500,3.588
952,3.306
11,16.39
26,12.332
28,8.17
29,4.908
30,9.451
61,7.11
86,7.53
91,5.591
93,4.162
109,5.298
138,4.935
142,6.965
154,4.124
183,4.238
192,5.149
194,6.168
206,4.59
294,4.051
297,3.922
300,3.803
374,3.892
386,4.181
433,5.58
531,3.375
576,3.581
581,3.704
605,4.152
658,5.329
779,3.318
782,3.057
788,3.789
844,4.347
911,6.493
918,3.415
980,3.786
983,4.018
986,4.251
9,7.015
15,13.07
20,5.425
34,8.007
43,5.904
46,5.147
50,8.308
57,6.396
60,7.949
62,7.31
67,10.113
71,8.119
75,5.372
80,6.895
90,6.903
101,7.66
103,6.357
105,5.615
108,5.223
114,9.651
125,4.98
126,6.333
141,5.704
156,6.976
173,5.37
185,6.394
219,5.957
230,5.763
243,7.14
249,4.569
250,4.813
252,5.56
268,5.722
274,6.107
277,6.084
306,5.402
337,5.463
352,5.39
356,4.264
357,6.247
358,4.955
373,5.421
377,4.852
378,5.574
393,5.225
437,5.653
451,4.052
511,4.707
530,5.066
562,4.617
563,5.364
565,4.506
573,4.459
578,4.853
582,4.321
649,4.628
662,5.795
667,4.769
685,4.783
715,5.195
716,5.289
722,4.708
738,5.53
753,5.247
762,5.495
766,5.343
769,4.938
778,4.123
819,4.772
855,5.283
862,4.546
885,4.525
897,5.585
917,4.883
954,4.454
962,4.613
964,4.129
978,4.738
990,4.321
37,4.269
81,4.774
170,3.061
207,3.945
220,2.754
253,3.037
471,3.088
522,2.788
773,2.631
856,3.077
19,8.76
38,5.83
39,6.203
72,5.745
73,4.17
96,4.017
113,5.328
116,3.695
117,5.807
121,3.994
139,4.936
158,3.634
159,3.393
176,4.87
