Node,SIR
0,15.936
2,32.06
12,6.851
21,8.84
25,8.361
33,9.555
45,6.157
54,5.207
69,6.052
78,5.17
131,4.237
164,4.657
209,5.993
211,4.668
217,7.733
225,4.235
254,3.56
301,5.41
325,4.735
366,3.406
430,4.931
439,4.425
456,3.499
496,3.761
505,4.466
540,3.302
558,7.124
574,6.465
593,3.377
639,3.747
823,2.859
837,3.656
845,3.114
888,3.893
929,3.724
930,3.676
1,13.789
3,21.205
7,21.241
13,11.229
16,5.583
17,12.004
18,13.071
87,4.838
265,3.853
564,3.716
648,3.104
903,2.899
4,27.463
6,12.689
8,9.307
10,15.38
14,11.527
24,10.209
27,7.563
31,11.969
32,9.244
35,7.973
36,8.898
41,8.671
44,8.262
47,8.53
49,5.79
52,7.988
56,10.374
63,11.207
64,8.202
74,5.903
79,6.861
83,6.914
88,6.815
92,8.664
119,4.866
134,13.619
143,5.931
153,6.375
165,8.557
175,5.674
202,8.069
210,7.872
223,8.318
228,6.854
234,6.626
236,8.186
248,7.539
251,6.697
269,6.816
289,6.465
312,6.442
329,5.656
333,5.335
339,6.086
340,6.612
364,5.009
379,5.28
446,5.341
452,6.344
454,6.546
466,5.088
483,8.816
487,5.909
507,6.446
529,5.088
572,5.537
580,5.365
585,7.075
608,7.371
610,8.364
619,6.25
620,5.03
621,5.905
657,6.202
671,4.774
677,7.443
686,5.32
688,4.453
720,6.146
736,6.317
750,4.989
792,5.753
796,4.341
814,6.894
816,6.027
851,5.48
873,5.616
877,4.907
924,5.495
966,5.941
5,36.755
106,5.485
127,6.604
130,7.9
189,4.631
197,3.36
247,4.364
328,4.11
338,4.671
382,8.526
498,3.594
500,4.637
952,4.371
11,20.455
26,15.082
28,11.041
29,5.278
30,11.579
61,9.437
86,8.061
91,6.079
93,5.702
109,5.487
138,6.127
142,10.282
154,5.843
183,6.01
192,5.782
194,7.851
206,5.616
294,5.729
297,4.776
300,5.137
374,4.98
386,4.624
433,7.251
531,4.891
576,4.938
581,5.319
605,4.261
658,6.88
779,5.023
782,5.017
788,5.363
844,5.428
911,8.388
918,4.405
980,5.223
983,5.239
986,4.709
9,10.231
15,16.809
20,7.627
34,9.685
43,7.916
46,5.827
50,11.152
57,8.035
60,10.614
62,10.485
67,14.003
71,9.476
75,6.284
80,8.399
90,9.337
101,9.172
103,6.323
105,6.833
108,6.55
114,11.048
125,5.869
126,7.356
141,8.037
156,8.98
173,7.378
185,8.376
219,8.707
230,6.997
243,8.822
249,6.177
250,5.427
252,6.311
268,6.912
274,7.115
277,7.78
306,6.696
337,6.443
352,6.84
356,6.361
357,8.638
358,6.351
373,6.708
377,6.552
378,6.903
393,6.366
437,6.373
451,5.903
511,5.142
530,4.601
562,6.432
563,6.806
565,6.837
573,5.895
578,5.673
582,5.801
649,6.793
662,6.683
667,6.318
685,6.44
715,5.485
716,7.051
722,6.162
738,6.751
753,5.4
762,7.098
766,5.891
769,6.396
778,5.475
819,5.358
855,5.416
862,6.335
885,5.431
897,5.94
917,5.669
954,6.103
962,6.869
964,6.351
978,6.627
990,5.916
37,6.134
81,6.687
170,4.212
207,5.429
220,3.462
253,3.578
471,3.49
522,3.175
773,2.919
856,3.429
19,10.899
38,7.294
39,6.668
72,7.945
73,6.046
96,5.573
113,6.859
116,4.242
117,7.786
121,5.09
139,6.005
158,4.91
159,4.31
176,6.23
179,6.241
190,6.474
195,4.716
196,4.645
215,4.595
216,5.456
305,4.516
394,4.406
395,5.395
407,4.717
434,4.174
436,4.584
477,4.036
546,4.461
547,4.805
584,4.441
612,4.457
632,5.107
702,4.409
791,4.508
870,4.365
963,5.747
981,4.545
316,3.366
633,2.753
42,5.658
95,5.709
137,2.666
323,3.972
464,3.243
843,2.45
22,4.694
76,7.245
111,6.926
231,4.223
348,3.984
447,4.304
450,3.731
463,2.718
472,2.947
486,3.366
524,3.185
539,3.19
622,3.311
811,3.103
23,7.484
40,6.908
110,5.252
122,7.059
136,6.004
212,5.493
222,4.847
261,4.772
314,4.759
408,4.476
420,4.151
445,4.874
480,5.919
533,3.829
550,4.204
591,3.987
594,4.006
625,3.734
701,3.341
705,4.698
755,4.345
941,4.28
998,3.407
120,2.875
135,4.479
166,2.859
600,2.755
713,3.069
68,7.691
99,6.176
266,3.044
267,4.406
276,2.832
350,2.989
423,3.435
495,3.299
687,2.667
907,3.654
937,3.515
97,2.366
174,3.899
242,3.786
299,3.14
336,3.676
427,2.959
462,3.771
596,2.859
602,4.053
647,3.306
804,3.029
961,2.812
53,5.206
55,6.089
123,3.534
150,4.884
227,5.549
241,4.207
245,4.295
381,3.965
401,3.695
432,4.704
569,3.474
641,3.038
684,3.766
696,4.689
735,3.915
746,3.23
777,4.378
798,4.598
841,3.734
849,3.232
919,4.003
931,3.72
429,2.472
51,6.231
58,4.177
59,7.604
77,4.541
304,4.612
628,2.993
638,3.339
666,2.466
809,2.541
822,2.585
934,3.122
118,3.524
256,3.451
349,3.702
426,3.73
497,3.773
599,2.561
606,2.655
672,2.874
734,2.87
787,3.242
829,2.903
892,3.102
65,4.667
100,4.069
104,7.378
264,3.596
385,2.881
387,3.4
519,3.399
538,2.941
545,3.078
725,3.016
730,2.455
882,2.578
905,2.978
920,2.288
945,3.833
631,2.947
180,3.978
390,3.349
317,4.904
900,2.207
383,2.488
444,2.934
617,2.659
757,2.071
460,2.111
494,2.743
515,2.651
255,2.642
372,2.75
389,3.193
396,2.496
443,2.145
561,2.667
928,2.212
969,2.368
66,4.538
149,3.487
205,4.055
346,3.471
413,3.996
490,3.086
532,3.084
710,3.788
723,3.282
355,2.542
388,4.373
399,2.794
470,1.907
597,2.11
922,2.215
975,3.059
181,3.24
362,2.662
402,3.65
520,2.814
743,3.205
850,2.858
177,3.368
48,6.008
140,4.287
151,4.16
152,4.127
240,2.562
257,3.606
272,4.034
491,3.294
650,2.675
768,2.464
132,4.607
145,4.517
157,4.793
324,2.889
371,3.251
513,4.15
760,2.81
808,2.75
821,3.211
834,3.122
82,5.27
384,3.039
459,2.796
98,4.109
204,3.665
208,4.185
293,3.749
309,3.953
345,3.612
479,2.791
485,3.656
548,3.269
583,2.885
729,2.731
770,2.752
813,2.961
848,2.578
864,3.502
953,2.75
977,3.402
991,2.238
668,3.378
913,2.888
675,2.436
171,3.201
144,2.932
416,2.76
435,2.494
624,2.722
85,5.355
972,2.292
94,3.366
683,2.581
765,2.278
948,1.825
112,6.151
310,1.679
761,2.922
860,2.76
872,2.32
474,3.895
910,2.108
933,2.523
465,2.95
693,1.983
107,3.915
186,5.146
441,2.809
508,2.082
669,2.532
807,2.608
70,3.477
331,3.111
728,2.574
128,3.518
129,4.84
155,3.245
172,3.598
260,4.455
308,3.515
322,3.169
327,3.379
342,3.384
375,3.325
469,3.677
654,3.075
682,3.903
995,2.526
287,2.255
290,3.565
311,4.982
689,1.864
908,2.449
926,2.878
191,2.822
461,2.534
521,3.151
559,3.506
618,2.452
84,2.856
403,3.091
438,2.064
806,2.476
994,2.437
160,3.524
417,3.209
589,3.208
661,3.091
970,2.538
697,2.831
974,2.182
229,3.241
115,3.517
146,4.406
169,5.183
199,4.431
319,2.197
609,2.748
615,2.333
783,3.653
188,2.542
351,3.485
411,2.767
698,2.8
747,2.712
801,3.041
889,2.722
895,2.529
916,2.746
330,3.891
863,2.604
881,2.489
283,3.091
365,2.678
541,2.596
613,3.02
984,2.276
147,5.167
263,3.095
270,2.717
514,3.209
643,3.221
673,3.532
951,2.539
955,3.127
273,3.068
278,2.898
281,3.166
824,2.657
833,2.542
404,3.008
544,2.685
292,5.562
168,3.553
182,3.091
237,3.229
398,2.927
414,3.983
482,2.829
516,3.31
536,3.464
556,2.843
784,2.915
842,3.742
847,2.913
853,3.52
867,3.743
891,3.4
102,4.541
124,3.226
275,2.389
280,3.539
655,2.126
288,2.728
592,2.456
940,1.946
187,2.889
244,2.441
282,3.13
354,2.733
492,3.331
512,3.37
518,3.034
732,2.263
754,2.51
826,2.794
999,3.057
528,2.134
912,1.863
167,3.264
406,1.984
484,2.342
517,2.366
397,3.277
626,2.591
598,2.237
703,2.235
884,2.703
767,1.803
935,1.83
590,2.183
89,5.246
455,2.412
857,3.174
271,3.173
944,2.102
162,3.466
307,3.081
353,2.58
714,2.474
749,2.477
774,2.375
939,2.533
367,2.434
577,2.278
726,2.134
992,2.789
148,3.033
201,3.117
679,2.451
133,3.817
575,2.638
579,2.461
740,2.629
745,2.446
838,2.808
865,2.585
313,2.021
868,2.295
369,2.973
200,2.518
213,4.602
510,2.646
805,2.102
810,2.38
224,5.106
262,2.491
360,2.336
936,2.71
193,2.091
246,3.034
656,2.346
284,1.987
302,2.472
318,2.112
334,2.856
428,2.532
652,2.446
846,1.908
335,1.876
557,2.321
904,1.931
614,2.124
161,5.434
238,3.063
629,2.564
852,1.931
285,3.477
286,2.94
321,3.509
501,2.596
554,2.719
886,2.965
552,2.332
717,2.274
771,1.82
836,2.572
982,1.959
295,2.419
303,2.854
410,2.493
503,3.171
670,2.189
731,2.604
793,2.693
279,3.766
985,1.981
894,1.981
214,2.145
315,2.683
442,2.092
706,2.062
744,2.925
634,1.787
218,2.396
239,2.094
178,3.661
343,3.176
909,2.165
971,2.506
979,3.13
623,2.161
692,2.429
226,2.667
376,2.546
489,3.009
534,3.178
543,2.704
718,3.151
391,1.64
794,1.792
163,2.568
587,2.426
763,2.117
542,2.836
341,3.521
759,1.943
184,4.8
415,3.465
854,2.395
425,1.98
949,2.522
751,2.172
595,2.524
883,2.699
566,3.086
785,2.854
644,1.817
235,2.13
409,3.603
431,3.152
551,3.067
570,3.54
680,2.16
815,2.563
259,2.601
298,2.587
467,2.656
560,2.166
704,1.814
840,2.229
449,2.385
527,2.34
627,2.217
927,1.841
198,3.012
419,3.761
468,3.122
473,3.376
733,2.722
424,1.949
233,2.205
478,2.036
603,1.747
421,2.76
476,2.187
742,2.667
812,2.563
457,3.039
535,1.84
630,2.376
203,2.341
475,2.896
601,2.2
861,1.866
567,1.705
835,2.427
568,1.719
830,2.403
874,1.706
332,2.182
665,1.966
958,1.955
537,2.535
660,1.836
359,5.393
221,2.396
828,1.607
678,2.008
887,1.945
405,2.724
866,1.795
296,2.428
775,2.586
946,3.331
440,2.258
232,1.698
320,2.022
820,2.564
368,2.682
616,2.301
506,1.856
453,1.907
504,1.822
724,1.766
646,1.879
499,1.802
645,1.93
493,3.896
607,2.128
957,1.53
344,3.163
664,2.723
960,2.021
858,2.407
875,2.29
636,1.573
923,2.181
258,2.263
893,1.9
361,2.308
400,2.498
914,1.871
291,3.103
709,2.663
831,1.741
876,1.665
932,1.8
993,2.399
422,2.946
549,2.055
708,2.023
523,1.977
363,2.296
509,2.301
795,1.669
799,2.772
818,1.756
392,2.447
707,1.895
898,2.132
681,1.845
721,2.124
347,1.998
859,1.968
973,1.868
418,2.427
604,2.701
800,1.612
947,2.361
555,2.241
959,2.359
803,2.042
890,1.708
663,2.003
659,2.242
412,3.525
571,2.62
653,1.96
370,2.498
458,1.876
586,1.878
776,1.891
553,3.115
502,1.858
326,1.682
637,1.985
756,1.785
640,2.313
448,2.016
694,1.824
712,2.984
764,2.584
878,2.317
968,1.796
588,1.79
642,1.88
786,1.951
700,1.793
901,1.634
967,1.715
481,2.172
988,2.231
380,1.651
611,1.594
526,1.478
651,1.712
690,1.709
989,1.836
488,2.024
871,2.675
525,1.881
943,1.716
737,2.461
674,2.7
956,2.299
711,2.205
699,1.889
635,2.315
915,1.714
869,1.594
832,1.788
781,2.021
902,1.911
676,1.862
950,1.432
691,1.792
899,1.678
921,1.735
996,1.513
997,1.671
695,1.76
790,1.859
772,1.919
719,2.007
748,1.781
802,2.038
976,1.727
879,1.83
780,1.759
987,1.635
965,1.838
880,1.693
789,1.494
827,2.472
906,1.618
758,1.867
741,2.315
925,1.502
797,2.201
942,2.031
727,1.651
825,1.46
739,2.13
752,1.603
817,1.379
896,1.386
938,2.198
839,1.592
