Node,SIR
0,41.714
2,74.089
12,20.542
21,26.083
25,20.145
33,25.49
45,14.873
54,17.559
69,19.131
78,15.039
131,9.285
164,13.792
209,17.885
211,13.038
217,24.713
225,10.874
254,13.54
301,16.243
325,13.478
366,9.788
430,12.061
439,11.624
456,8.152
496,12.684
505,11.224
540,10.599
558,18.895
574,19.484
593,9.254
639,8.619
823,8.119
837,9.553
845,8.802
888,9.704
929,10.08
930,9.879
1,40.957
3,50.485
7,55.811
13,27.762
16,17.386
17,32.46
18,34.793
87,15.212
265,10.941
564,8.877
648,7.867
903,9.009
4,62.928
6,35.191
8,25.234
10,39.87
14,29.712
24,26.356
27,20.783
31,33.766
32,22.842
35,22.716
36,21.929
41,23.178
44,25.986
47,19.157
49,15.684
52,24.319
56,29.5
63,33.677
64,21.951
74,12.599
79,20.776
83,18.474
88,17.625
92,22.702
119,14.908
134,34.159
143,15.695
153,19.759
165,23.488
175,14.28
202,20.154
210,22.53
223,21.096
228,17.575
234,14.864
236,19.617
248,18.499
251,15.831
269,16.918
289,17.62
312,17.734
329,17.278
333,15.541
339,13.561
340,16.361
364,16.909
379,14.778
446,12.861
452,16.714
454,15.196
466,12.772
483,22.644
487,14.819
507,15.337
529,14.13
572,12.873
580,14.279
585,21.001
608,21.469
610,23.377
619,16.041
620,14.984
621,15.433
657,13.719
671,12.899
677,19.508
686,16.357
688,13.589
720,16.706
736,15.645
750,15.896
792,16.644
796,11.4
814,16.234
816,16.043
851,14.102
873,14.939
877,13.92
924,11.059
966,15.169
5,77.769
106,15.228
127,19.932
130,23.318
189,15.625
197,12.274
247,12.517
328,11.991
338,11.932
382,20.541
498,11.127
500,11.371
952,11.2
11,51.842
26,40.266
28,27.402
29,14.839
30,33.07
61,24.663
86,22.068
91,18.115
93,13.766
109,16.062
138,16.643
142,25.452
154,13.069
183,17.428
192,16.278
194,21.865
206,16.192
294,14.729
297,12.737
300,13.938
374,13.78
386,13.668
433,21.077
531,13.305
576,11.75
581,14.124
605,13.536
658,18.868
779,12.379
782,11.264
788,15.68
844,14.679
911,24.125
918,14.078
980,14.786
983,14.703
986,13.758
9,26.206
15,44.285
20,19.432
34,28.685
43,22.494
46,14.14
50,31.241
57,22.441
60,26.457
62,26.879
67,35.368
71,25.93
75,19.497
80,22.229
90,19.579
101,23.035
103,17.667
105,16.782
108,18.456
114,29.453
125,15.994
126,21.792
141,16.968
156,26.69
173,17.496
185,24.047
219,22.652
230,16.116
243,22.436
249,16.142
250,18.761
252,17.099
268,19.378
274,19.618
277,20.41
306,17.637
337,14.223
352,16.625
356,14.877
357,22.905
358,18.009
373,16.829
377,18.726
378,16.529
393,16.25
437,17.781
451,13.251
511,14.455
530,17.144
562,16.389
563,19.996
565,14.397
573,16.461
578,14.153
582,16.108
649,16.053
662,17.97
667,18.024
685,15.312
715,14.814
716,16.294
722,15.834
738,15.052
753,16.088
762,18.04
766,16.262
769,15.726
778,17.79
819,15.121
855,15.473
862,13.138
885,10.375
897,14.92
917,14.722
954,14.959
962,15.17
964,14.114
978,14.983
990,12.679
37,17.378
81,17.375
170,11.451
207,15.105
220,10.571
253,9.122
471,10.467
522,7.454
773,7.992
856,10.206
19,31.342
38,21.417
39,21.093
72,22.453
73,16.686
96,14.703
113,18.055
116,11.756
117,20.259
121,13.542
139,19.428
158,13.671
159,11.315
176,19.277
179,15.916
190,16.574
195,13.913
196,12.243
215,16.773
216,16.931
305,12.298
394,13.549
395,13.21
407,13.135
434,13.619
436,12.104
477,12.611
546,10.674
547,14.121
584,12.535
612,10.894
632,13.666
702,13.192
791,12.971
870,11.994
963,15.808
981,13.607
316,7.732
633,9.065
42,16.658
95,17.056
137,7.427
323,11.732
464,8.521
843,7.43
22,13.331
76,19.797
111,18.262
231,11.395
348,8.432
447,10.437
450,10.945
463,9.022
472,7.809
486,11.088
524,8.277
539,9.222
622,7.009
811,7.045
23,20.501
40,18.674
110,12.985
122,19.421
136,16.485
212,13.171
222,13.892
261,14.466
314,14.151
408,11.78
420,10.415
445,14.761
480,17.672
533,11.309
550,13.627
591,13.635
594,10.315
625,12.496
701,9.252
705,13.01
755,12.157
941,9.917
998,11.338
120,9.082
135,11.848
166,8.504
600,7.612
713,8.076
68,19.147
99,14.172
266,10.521
267,13.035
276,7.997
350,7.162
423,7.851
495,12.263
687,5.966
907,8.523
937,6.744
97,9.266
174,11.614
242,9.168
299,8.556
336,10.964
427,7.504
462,10.705
596,7.02
602,11.452
647,7.621
804,8.629
961,8.172
53,13.97
55,20.464
123,12.802
150,13.254
227,12.568
241,12.59
245,11.338
381,11.27
401,8.498
432,12.642
569,10.117
641,10.114
684,8.339
696,14.267
735,9.65
746,12.263
777,12.391
798,12.788
841,9.527
849,10.011
919,11.908
931,9.77
429,5.489
51,20.514
58,12.395
59,20.114
77,11.445
304,15.048
628,8.797
638,10.582
666,6.756
809,7.809
822,7.755
934,8.614
118,9.654
256,10.271
349,10.137
426,8.178
497,10.509
599,7.749
606,7.554
672,7.15
734,9.305
787,11.168
829,8.486
892,9.13
65,13.469
100,10.299
104,20.292
264,8.741
385,8.876
387,9.422
519,9.278
538,8.537
545,7.527
725,8.521
730,7.457
882,7.391
905,7.408
920,6.612
945,11.299
631,7.951
