Node,SIR
0,27.174
2,47.84
12,11.723
21,14.429
25,12.473
33,14.962
45,8.673
54,9.795
69,10.646
78,8.172
131,5.629
164,7.973
209,9.727
211,7.926
217,11.749
225,6.359
254,6.069
301,9.239
325,6.778
366,6.304
430,8.275
439,6.06
456,4.717
496,7.356
505,6.369
540,6.154
558,10.528
574,9.985
593,5.258
639,5.75
823,5.411
837,5.816
845,5.441
888,4.973
929,6.943
930,7.076
1,24.566
3,33.746
7,35.07
13,17.576
16,9.149
17,18.215
18,19.237
87,7.683
265,6.79
564,6.296
648,5.333
903,6.144
4,43.088
6,20.45
8,15.9
10,24.385
14,19.788
24,17.393
27,12.871
31,20.061
32,15.801
35,12.748
36,13.455
41,14.828
44,17.003
47,12.539
49,9.187
52,16.628
56,18.779
63,19.426
64,13.601
74,9.024
79,11.649
83,13.052
88,10.551
92,12.025
119,8.758
134,19.535
143,9.74
153,11.311
165,12.624
175,9.735
202,11.63
210,13.602
223,14.139
228,10.851
234,9.609
236,12.302
248,11.787
251,10.11
269,10.209
289,10.692
312,10.393
329,9.985
333,9.561
339,10.545
340,11.263
364,8.342
379,9.345
446,8.386
452,10.957
454,9.715
466,8.084
483,15.58
487,10.403
507,10.053
529,8.914
572,8.577
580,10.259
585,12.19
608,13.462
610,15.667
619,8.127
620,7.986
621,9.898
657,9.297
671,9.062
677,10.822
686,8.082
688,8.444
720,11.222
736,9.564
750,8.048
792,9.365
796,7.287
814,10.736
816,8.571
851,9.544
873,10.051
877,8.331
924,7.763
966,9.459
5,54.895
106,10.07
127,12.399
130,15.585
189,9.084
197,5.913
247,8.067
328,7.898
338,7.107
382,13.953
498,6.599
500,8.284
952,5.832
11,33.298
26,26.421
28,16.273
29,10.328
30,19.182
61,14.539
86,13.253
91,11.267
93,10.483
109,10.235
138,10.529
142,15.365
154,10.492
183,11.64
192,10.934
194,14.249
206,9.714
294,8.45
297,6.634
300,8.213
374,7.24
386,6.655
433,11.401
531,8.264
576,7.431
581,9.91
605,8.66
658,11.109
779,8.645
782,8.578
788,8.985
844,8.155
911,13.484
918,7.738
980,7.001
983,8.721
986,7.744
9,17.409
15,26.804
20,11.799
34,16.051
43,12.588
46,10.008
50,19.762
57,12.309
60,16.363
62,17.682
67,21.719
71,16.469
75,12.529
80,13.09
90,11.51
101,14.148
103,10.526
105,10.556
108,9.91
114,17.276
125,9.621
126,11.375
141,11.639
156,15.481
173,10.267
185,14.224
219,13.03
230,12.352
243,12.152
249,9.397
250,10.429
252,9.692
268,11.323
274,11.193
277,12.074
306,10.943
337,8.407
352,10.635
356,10.523
357,12.263
358,8.981
373,10.558
377,10.282
378,10.083
393,9.813
437,12.897
451,8.188
511,8.432
530,10.423
562,9.36
563,11.854
565,8.662
573,10.148
578,8.57
582,8.719
649,11.196
662,10.432
667,9.651
685,11.147
715,9.221
716,10.852
722,9.624
738,10.742
753,10.0
762,9.762
766,11.167
769,8.638
778,10.824
819,9.064
855,9.533
862,9.36
885,9.08
897,9.6
917,9.371
954,8.145
962,8.347
964,8.569
978,8.572
990,9.195
37,9.584
81,9.775
170,6.288
207,9.143
220,5.734
253,5.53
471,5.74
522,5.009
773,5.233
856,5.386
19,17.513
38,11.727
39,12.105
72,12.641
73,10.028
96,7.56
113,11.198
116,6.999
117,13.609
121,8.232
139,9.948
158,7.958
159,7.215
176,10.511
179,8.695
190,9.016
195,7.121
196,6.41
215,7.852
216,9.504
305,8.199
394,9.198
395,8.533
407,7.603
434,7.246
436,7.105
477,6.769
546,5.468
547,8.881
584,7.809
612,7.146
632,7.213
702,7.147
791,6.651
870,6.254
963,7.635
981,7.875
316,4.121
633,4.537
42,10.392
95,8.717
137,4.922
323,7.519
464,4.551
843,3.682
22,8.192
76,11.966
111,11.013
231,6.982
348,5.331
447,6.282
450,5.639
463,4.986
472,4.688
486,6.193
524,5.809
539,5.082
622,4.029
811,4.649
23,12.773
40,11.428
110,8.156
122,11.629
136,9.778
212,7.846
222,7.663
261,8.085
314,8.847
408,6.761
420,8.6
445,8.726
480,7.789
533,6.39
550,7.547
591,7.535
594,5.8
625,5.241
701,6.338
705,6.912
755,6.968
941,5.261
998,6.618
120,3.893
135,6.604
166,5.106
600,4.645
713,4.354
68,9.655
99,9.445
266,5.577
267,7.375
276,5.018
350,3.784
423,5.38
495,6.123
687,4.256
907,5.648
937,5.021
97,5.224
174,6.416
242,6.161
299,4.587
336,6.741
427,4.657
462,7.454
596,4.573
602,5.983
647,5.559
804,4.628
961,4.294
53,8.264
55,10.289
123,7.307
150,7.6
227,7.581
241,6.816
245,6.932
381,5.774
401,5.572
432,6.112
569,5.689
641,5.468
684,5.084
696,7.325
735,4.688
746,6.341
777,6.796
798,6.838
841,6.278
849,5.823
919,6.287
931,5.863
429,3.045
51,11.442
58,7.084
59,12.529
77,5.987
304,7.75
628,6.185
638,6.119
666,4.665
809,3.735
822,4.538
934,4.696
118,5.482
256,5.833
349,4.817
426,5.504
497,5.779
599,5.05
606,4.624
672,5.443
734,4.812
787,6.574
829,3.706
892,4.562
65,6.832
100,6.191
104,11.556
264,6.124
385,4.408
387,6.616
519,5.119
538,4.676
545,3.66
725,5.084
730,3.231
882,4.377
905,4.671
920,3.362
945,5.81
631,4.902
180,7.445
390,6.15
317,8.795
900,4.233
383,4.387
444,4.023
617,4.677
757,3.239
460,3.355
494,4.388
515,4.039
255,3.446
372,5.002
389,4.1
396,3.837
443,3.377
561,2.937
928,3.187
969,2.87
66,7.576
149,6.659
205,7.217
346,5.42
413,6.817
490,5.76
532,5.283
710,5.911
723,6.127
355,4.553
388,7.25
399,5.464
470,3.962
597,3.08
922,4.329
975,4.072
181,4.269
362,4.6
402,4.863
520,4.757
743,4.327
850,3.623
177,6.163
48,10.656
140,7.57
151,7.281
152,6.138
240,3.605
257,7.548
272,5.561
491,5.0
650,4.412
768,3.491
132,7.375
145,7.32
157,8.085
324,4.934
371,5.691
513,4.802
760,4.449
808,4.72
821,4.834
834,4.701
82,8.954
384,6.01
459,4.793
98,6.041
204,5.258
208,8.449
293,6.871
309,5.557
345,5.189
479,4.299
485,6.149
548,4.274
583,4.056
729,4.008
770,4.352
813,4.167
848,4.12
864,4.875
953,4.096
977,6.162
991,3.862
668,5.255
913,3.856
675,4.363
171,4.778
144,4.231
416,4.375
435,4.809
624,4.103
85,9.101
972,2.665
94,4.983
683,3.36
765,2.85
948,2.632
112,10.31
310,3.719
761,4.082
860,3.585
872,3.5
474,6.829
910,3.178
933,4.141
465,4.851
693,3.251
107,6.424
186,8.584
441,5.949
508,3.851
669,3.998
807,4.044
70,5.639
331,5.275
728,4.355
128,6.454
129,7.276
155,5.197
172,5.012
260,6.797
308,4.244
322,5.074
327,5.197
342,5.277
375,4.979
469,5.056
654,5.178
682,5.185
995,4.588
287,4.235
290,5.25
311,6.921
689,2.931
908,3.389
926,4.695
191,4.862
461,4.209
521,4.389
559,4.858
618,3.314
84,5.421
403,5.962
438,2.707
806,3.574
994,3.318
160,5.75
417,6.036
589,6.347
661,3.91
970,4.799
697,4.277
974,3.411
229,4.763
115,6.125
146,6.642
169,7.932
199,7.343
319,3.564
609,4.634
615,3.52
783,6.152
188,4.869
351,5.255
411,4.44
698,3.518
747,3.486
801,4.136
889,4.426
895,4.724
916,4.356
330,5.891
863,3.82
881,3.948
283,5.917
365,3.584
541,4.112
613,4.931
984,3.689
147,8.397
263,5.339
270,3.998
514,4.993
643,4.661
673,4.964
951,4.152
955,6.018
273,4.946
278,5.631
281,5.95
824,4.522
833,3.723
404,4.786
544,3.756
292,7.9
168,6.759
182,5.039
237,4.476
398,4.442
414,7.07
482,4.792
516,5.615
536,4.119
556,4.425
784,5.844
842,5.036
847,4.193
853,4.94
867,5.786
891,5.645
102,7.678
124,4.62
275,3.18
280,5.47
655,2.892
288,4.841
592,3.335
940,2.911
187,5.2
244,4.183
282,4.818
354,3.403
492,3.739
512,4.648
518,4.025
732,4.035
754,3.96
826,4.419
999,4.652
528,2.894
912,2.998
167,5.361
406,3.067
484,3.792
517,3.382
397,4.675
626,4.485
598,2.958
703,3.167
884,3.829
767,2.893
935,3.069
590,3.219
89,9.486
455,3.776
857,4.564
271,5.306
944,2.483
162,4.787
307,4.792
353,4.328
714,3.059
749,2.884
774,3.116
939,3.317
367,3.609
577,3.41
726,3.644
992,4.565
148,4.601
201,5.338
679,3.272
133,5.131
575,4.06
579,3.717
740,4.332
745,3.522
838,3.851
865,3.197
313,2.677
868,2.919
369,4.868
200,4.003
213,5.824
510,3.468
805,2.368
810,3.705
224,7.608
262,4.592
360,3.324
936,4.287
193,3.64
246,4.927
656,3.825
284,2.857
302,3.167
318,3.213
334,4.144
428,4.703
652,4.29
846,2.751
335,2.674
557,3.069
904,2.445
614,3.475
161,8.665
238,5.31
629,3.543
852,4.1
285,4.003
286,4.27
321,5.699
501,3.991
554,3.977
886,4.289
552,3.195
717,3.679
771,2.331
836,4.235
982,3.001
295,2.912
303,4.445
410,3.496
503,3.903
670,3.27
731,4.488
793,3.863
279,5.495
985,2.631
894,2.479
214,3.669
315,4.657
442,3.175
706,2.064
744,3.421
634,2.023
218,3.994
239,3.628
178,4.328
343,4.601
909,3.576
971,3.652
979,4.044
623,3.125
692,3.804
226,4.563
376,4.071
489,4.14
534,5.487
543,3.875
718,3.894
391,2.031
794,2.501
163,4.513
587,3.315
763,3.42
542,4.164
341,4.072
759,2.487
184,9.232
415,4.595
854,3.956
425,2.328
949,2.461
751,2.726
595,4.3
883,4.42
566,4.107
785,4.319
644,2.584
235,3.005
409,6.243
431,5.514
551,4.36
570,6.229
680,3.326
815,3.547
259,4.825
298,3.575
467,4.833
560,3.0
704,3.204
840,4.307
449,3.106
527,4.481
627,3.611
927,3.094
198,4.645
419,4.34
468,4.61
473,4.541
733,4.763
424,2.289
233,3.198
478,2.583
603,2.241
421,4.732
476,2.984
742,4.753
812,3.543
457,4.246
535,3.002
630,3.234
203,4.336
475,4.657
601,3.187
861,2.837
567,2.591
835,3.725
568,2.373
830,3.689
874,2.696
332,3.225
665,3.337
958,3.18
537,3.825
660,2.508
359,8.239
221,3.816
828,2.042
678,3.008
887,2.547
405,3.844
866,2.91
296,4.192
775,3.527
946,3.593
440,2.418
232,2.084
320,3.269
820,3.35
368,4.121
616,2.684
506,2.673
453,2.439
504,2.235
724,2.641
646,2.749
499,2.555
645,3.16
493,5.633
607,3.566
957,2.47
344,4.187
664,3.931
960,3.841
858,4.07
875,3.306
636,2.783
923,3.339
258,4.021
893,2.766
361,3.283
400,2.82
914,2.721
291,3.611
709,4.568
831,2.663
876,1.904
932,2.266
993,3.848
422,4.239
549,2.577
708,2.481
523,2.33
363,3.509
509,3.118
795,2.059
799,3.361
818,2.226
392,3.996
707,2.592
898,3.48
681,2.508
721,2.507
347,3.251
859,2.571
973,2.559
418,3.525
604,3.87
800,2.38
947,3.811
555,3.034
959,3.299
803,2.888
890,2.783
663,2.4
659,2.839
412,4.351
571,4.033
653,3.468
370,4.126
458,3.082
586,2.453
776,2.721
553,3.455
502,3.012
326,2.488
637,2.926
756,3.009
640,3.255
448,2.305
694,2.575
712,5.287
764,4.575
878,3.143
968,2.825
588,2.185
642,2.571
786,2.425
700,2.331
901,2.318
967,2.363
481,4.077
988,3.766
380,1.927
611,2.752
526,2.695
651,2.089
690,2.407
989,1.954
488,3.254
871,3.435
525,2.598
943,2.467
737,2.652
674,3.552
956,2.585
711,3.221
699,3.003
635,2.574
915,2.922
869,2.317
832,2.616
781,3.483
902,3.208
676,2.405
950,2.2
691,2.671
899,2.214
921,2.686
996,2.203
997,2.138
695,2.756
790,3.351
772,2.921
719,2.765
748,2.202
802,2.874
976,1.591
879,2.445
780,2.657
987,1.821
965,1.984
880,2.211
789,1.893
827,2.978
906,2.529
758,1.761
741,3.625
925,2.155
797,2.861
942,2.401
727,2.643
825,2.453
739,3.007
752,2.357
817,1.695
896,2.078
938,3.732
839,2.033
