Node,SIR
0,110.875
2,188.059
12,39.775
21,50.828
25,52.059
33,62.386
45,34.282
54,30.396
69,37.371
78,25.385
131,21.014
164,29.897
209,39.853
211,28.467
217,46.036
225,24.829
254,24.95
301,37.32
325,23.204
366,24.022
430,31.188
439,24.604
456,16.512
496,23.388
505,25.921
540,24.186
558,36.657
574,31.92
593,20.045
639,14.698
823,25.071
837,21.626
845,15.692
888,22.572
929,20.146
930,21.83
1022,36.72
1037,22.887
1076,20.164
1141,22.056
1151,31.443
1237,13.38
1239,17.007
1267,14.151
1269,18.73
1316,19.111
1403,20.27
1427,16.717
1571,17.332
1589,18.815
1606,19.16
1609,16.786
1624,19.713
1640,20.479
1722,18.094
1732,25.897
1771,15.316
1831,36.743
1836,18.058
1840,17.34
1888,17.093
1892,20.969
2042,15.434
2068,18.145
2298,20.257
2313,21.166
2394,22.338
2545,22.027
2564,17.528
2588,18.097
2646,15.3
2740,16.68
2786,14.927
2796,15.489
2881,19.093
2894,14.806
2911,20.514
2923,24.357
2934,19.638
2970,18.668
2975,17.068
3032,18.906
3105,16.196
3163,19.441
3209,16.561
3287,17.551
3364,16.693
3368,20.083
3446,16.13
3524,18.303
3833,14.339
3839,14.964
3853,18.315
4023,18.378
4345,19.852
4349,16.108
4363,24.619
4675,19.474
4735,16.013
4905,18.495
4971,17.638
4979,17.208
4993,14.482
5064,18.196
5096,16.74
5133,21.916
5229,32.616
5324,17.943
5347,20.116
5434,16.676
5468,15.926
5595,16.279
5668,25.849
5787,18.022
5860,18.64
5916,20.709
6254,14.343
6320,19.504
6347,16.788
6530,15.921
6637,19.066
6895,13.818
6961,17.256
7035,20.747
7118,15.029
7261,20.11
7277,22.21
7353,18.105
7541,15.737
7560,23.268
7650,20.474
7720,19.954
7731,15.015
1,90.774
3,115.582
7,146.006
13,65.522
16,29.885
17,71.884
18,79.462
87,29.642
265,29.247
564,21.716
648,15.351
903,14.549
1607,14.007
1697,10.841
1779,15.865
1805,14.676
1858,19.399
1923,21.107
2003,27.891
2546,16.877
2574,13.204
2636,28.707
2678,23.69
3766,12.677
4053,37.564
4610,12.588
5081,12.816
5460,14.524
6869,15.816
7112,12.383
4,172.594
6,72.743
8,51.416
10,94.296
14,82.214
24,62.303
27,43.899
31,87.085
32,56.748
35,47.813
36,43.584
