Node,SIR
0,23.728
2,47.958
12,7.078
21,9.014
25,9.755
33,12.906
45,6.256
54,6.031
69,5.89
78,4.656
131,3.862
164,4.96
209,7.331
211,5.079
217,7.646
225,5.5
254,4.458
301,6.132
325,4.831
366,3.999
430,4.703
439,4.713
456,3.735
496,3.533
505,5.277
540,4.118
558,6.386
574,6.188
593,3.664
639,3.321
823,4.554
837,4.296
845,3.037
888,3.608
929,3.998
930,3.888
1022,6.038
1037,5.204
1076,3.744
1141,4.107
1151,5.367
1237,3.155
1239,3.571
1267,3.096
1269,3.833
1316,3.059
1403,3.645
1427,2.667
1571,3.419
1589,3.82
1606,3.103
1609,3.388
1624,3.69
1640,4.495
1722,3.056
1732,4.707
1771,3.031
1831,6.441
1836,3.44
1840,3.008
1888,3.679
1892,4.134
2042,3.84
2068,3.287
2298,3.006
2313,2.705
2394,4.036
2545,3.708
2564,3.6
2588,3.432
2646,3.146
2740,3.601
2786,3.507
2796,3.241
2881,2.842
2894,2.73
2911,3.864
2923,3.893
2934,3.471
2970,3.611
2975,3.573
3032,3.571
3105,3.897
3163,3.577
3209,2.89
3287,2.82
3364,3.064
3368,3.386
3446,3.499
3524,2.907
3833,3.037
3839,2.867
3853,3.417
4023,2.962
4345,3.631
4349,3.009
4363,3.923
4675,2.976
4735,3.152
4905,3.987
4971,3.294
4979,2.432
4993,3.069
5064,2.645
5096,2.803
5133,3.754
5229,5.26
5324,3.299
5347,3.658
5434,3.111
5468,2.574
5595,2.958
5668,3.901
5787,3.391
5860,3.522
5916,3.076
6254,2.988
6320,4.408
6347,2.975
6530,3.26
6637,2.795
6895,2.84
6961,2.559
7035,3.293
7118,3.173
7261,3.041
7277,3.597
7353,4.072
7541,3.624
7560,3.594
7650,3.079
7720,3.708
7731,3.471
1,15.825
3,24.776
7,30.191
13,12.12
16,4.719
17,13.123
18,14.69
87,5.313
265,5.732
564,3.551
648,2.33
903,2.738
1607,2.938
1697,2.351
1779,3.106
1805,2.207
1858,3.916
1923,2.896
2003,6.018
2546,3.129
2574,1.855
2636,4.707
2678,3.542
3766,2.914
4053,6.289
4610,2.635
5081,2.648
5460,2.381
6869,2.623
7112,2.146
4,33.944
6,15.688
8,10.628
10,18.129
14,15.896
24,11.285
27,9.154
31,17.011
32,10.524
35,7.188
36,8.585
41,7.886
44,10.857
47,6.339
49,6.214
52,9.92
56,13.255
63,13.762
64,9.179
74,6.083
79,7.965
83,7.846
88,6.692
92,8.762
119,6.357
134,14.253
143,6.494
153,6.209
165,9.807
175,7.515
202,7.773
