Node,SIR
0,49.865
2,92.14
12,17.506
21,18.338
25,19.64
33,24.367
45,15.512
54,10.736
69,13.804
78,10.667
131,8.654
164,9.494
209,15.801
211,9.371
217,21.196
225,9.837
254,7.735
301,13.309
325,10.193
366,7.306
430,11.862
439,9.26
456,7.233
496,6.665
505,9.646
540,8.631
558,13.327
574,14.415
593,8.549
639,6.454
823,8.841
837,9.414
845,6.321
888,8.782
929,7.592
930,8.343
1022,17.196
1037,9.495
1076,6.462
1141,10.12
1151,12.075
1237,6.82
1239,6.857
1267,7.126
1269,10.1
1316,6.22
1403,7.525
1427,5.792
1571,9.168
1589,7.374
1606,7.021
1609,5.734
1624,5.725
1640,7.788
1722,5.873
1732,9.693
1771,6.493
1831,12.681
1836,8.013
1840,6.489
1888,7.26
1892,8.693
2042,7.361
2068,6.929
2298,7.102
2313,6.028
2394,8.332
2545,7.938
2564,7.551
2588,6.451
2646,6.807
2740,6.95
2786,7.439
2796,7.498
2881,6.718
2894,6.676
2911,8.234
2923,8.016
2934,7.56
2970,8.6
2975,6.929
3032,5.735
3105,7.269
3163,6.113
3209,6.807
3287,6.319
3364,4.273
3368,7.078
3446,4.688
3524,7.586
3833,6.133
3839,5.19
3853,6.208
4023,6.064
4345,8.392
4349,6.737
4363,7.947
4675,5.231
4735,5.995
4905,8.961
4971,6.804
4979,5.852
4993,5.908
5064,7.221
5096,6.841
5133,9.064
5229,12.314
5324,5.284
5347,7.43
5434,6.8
5468,5.363
5595,6.591
5668,9.694
5787,6.226
5860,5.273
5916,6.306
6254,6.159
6320,10.115
6347,6.383
6530,5.879
6637,5.642
6895,7.119
6961,5.541
7035,7.537
7118,5.603
7261,7.031
7277,8.645
7353,6.576
7541,6.611
7560,8.504
7650,6.024
7720,5.65
7731,5.322
1,33.336
3,52.962
7,60.885
13,28.067
16,13.639
17,30.152
18,35.74
87,10.499
265,11.334
564,7.146
648,5.089
903,5.328
1607,5.907
1697,5.651
1779,4.912
1805,5.589
1858,7.319
1923,7.576
2003,12.703
2546,7.968
2574,5.021
2636,10.869
2678,7.76
3766,5.009
4053,17.506
4610,5.512
5081,4.121
5460,5.337
6869,4.785
7112,3.862
4,75.421
6,31.996
8,21.324
10,38.38
14,31.012
24,22.975
27,20.826
31,34.275
32,22.692
35,18.185
36,17.627
41,20.076
44,23.675
47,16.052
49,11.72
52,24.199
56,26.071
63,28.025
64,18.911
74,10.976
79,15.284
83,17.082
88,14.262
92,19.432
119,12.033
134,30.625
143,13.9
153,12.367
165,18.113
175,15.523
202,14.091
210,20.724
223,18.028
228,13.361
234,13.672
236,15.621
248,14.47
251,15.041
269,14.833
289,15.378
312,16.072
329,12.743
333,12.942
339,11.048
340,12.443
364,10.418
379,17.11
446,9.604
452,15.656
454,14.633
466,9.004
483,22.502
487,12.834
507,18.27
529,11.329
572,11.312
580,13.211
585,16.403
608,18.8
610,21.76
619,12.522
620,10.175
621,14.927
657,13.792
671,10.946
677,15.19
686,11.345
688,9.271
720,11.197
736,14.594
750,10.11
792,12.507
796,11.272
814,14.21
816,13.685
851,13.552
873,11.422
877,11.875
924,10.864
966,13.648
1003,14.998
1014,12.358
1035,15.201
1059,11.817
1064,13.751
1088,9.739
1092,12.114
1131,15.936
1194,11.804
1199,12.402
1208,10.068
1241,12.205
1281,10.28
1304,12.401
1313,9.664
1337,11.833
1345,10.913
1350,12.891
1366,12.482
1386,11.284
1418,13.542
1503,11.076
1529,10.183
1563,10.963
1566,10.836
1593,10.194
1650,9.845
1661,10.075
1679,12.705
1683,14.437
1684,10.629
1725,12.005
1744,11.795
1754,13.009
1756,10.432
1792,10.515
1798,12.989
1822,13.39
1855,11.095
1882,10.37
1925,14.439
1941,9.827
1959,11.415
1964,10.363
2002,11.634
2024,11.946
2055,9.683
2117,9.952
2137,13.208
2138,10.031
2237,12.889
2251,11.94
2302,11.596
2314,14.467
2446,8.828
2495,9.364
2529,11.582
2543,10.717
2544,11.089
2606,12.504
2613,15.071
2617,9.403
2670,9.971
2758,10.987
2766,9.32
2773,10.56
2789,13.922
2794,9.836
2847,12.11
2917,12.068
2935,10.246
3052,15.029
3103,10.725
3120,19.27
3136,11.205
3156,9.342
3167,11.551
3168,10.927
3177,11.868
3317,10.494
3348,10.486
3430,12.202
3503,11.854
3508,10.242
3641,10.704
3677,12.363
3746,9.701
3767,10.995
3777,18.67
3789,9.365
3811,11.498
3831,12.157
3880,9.509
3908,10.83
3995,11.581
4005,9.078
4018,12.869
4101,10.859
4227,11.367
4228,10.272
4260,10.776
4289,10.889
4313,10.602
4440,7.562
4467,15.066
4567,11.601
4713,12.582
4720,11.071
4750,9.719
4802,9.231
4865,10.713
4898,9.855
4914,11.343
4924,10.771
4938,11.714
4972,11.655
5086,7.494
5104,10.15
5105,7.456
5219,15.405
5223,12.457
5359,10.28
5440,9.343
5471,10.636
5550,11.027
5619,11.867
5655,12.231
5755,11.353
5829,11.065
5865,11.791
5895,9.643
5908,10.235
6042,9.789
6238,16.738
6256,12.534
6268,11.158
6384,13.776
6583,9.308
6601,8.429
6609,10.743
6622,10.559
6781,10.634
6903,9.592
6913,12.332
6992,11.782
7026,10.467
7103,10.861
7115,9.684
7197,10.751
7287,10.691
7316,11.486
7320,9.6
7331,12.366
7362,9.802
7574,9.7
7610,11.651
7703,10.922
7735,11.287
7889,8.693
7917,13.171
7930,11.132
7942,10.436
7998,11.823
5,100.446
106,12.364
127,17.403
130,22.172
189,10.259
197,6.959
247,10.194
328,13.576
338,8.235
382,16.676
498,7.619
500,8.413
952,8.473
1176,9.988
1329,7.062
1460,7.86
1551,9.547
1728,6.455
1845,7.046
1942,8.247
2029,6.071
2097,5.31
2481,6.113
2723,7.272
3077,6.725
3134,7.759
3513,6.466
3683,6.07
3704,5.815
3711,6.42
3855,5.995
4382,7.141
4475,6.501
4592,6.248
4817,7.707
4875,7.872
4888,6.52
5226,15.029
5622,5.383
6032,7.041
6117,5.79
6300,8.287
6540,7.318
6663,5.009
6821,7.219
6877,8.847
6918,6.563
6929,6.503
7052,7.761
7180,7.605
7753,6.805
7896,6.96
11,53.285
26,38.167
28,24.136
29,11.076
30,30.054
61,22.395
86,25.605
91,15.634
93,11.513
109,12.369
138,14.998
142,26.562
154,13.524
183,16.18
192,12.696
194,19.667
206,15.284
294,13.763
297,11.24
300,10.84
374,11.14
386,8.754
433,18.333
531,11.795
576,10.823
581,13.446
605,8.257
658,13.64
779,13.233
782,7.313
788,10.021
844,11.564
911,19.082
918,10.092
980,8.335
983,9.692
986,9.855
1041,7.864
1056,9.422
1066,11.717
1113,11.157
1137,10.886
1190,9.624
1240,9.154
1359,10.081
1414,8.233
1477,9.585
1546,8.991
1638,7.841
1639,12.765
1665,8.682
1770,9.583
1782,8.301
1927,8.32
2006,10.43
2052,7.803
2080,8.907
2162,10.402
2204,7.295
2205,8.335
2309,11.791
2331,8.371
2336,8.752
2360,10.854
2433,9.392
2458,10.252
2466,10.917
2474,8.352
2477,13.02
2568,6.997
2884,10.297
2886,8.724
3072,7.296
3146,9.531
3236,9.136
3284,7.855
3357,9.193
3360,12.117
3361,8.684
3371,9.624
3406,8.249
3537,9.425
3584,7.777
3587,9.432
3618,10.066
3642,10.355
3649,7.755
3655,9.967
3760,8.036
3799,7.134
3858,8.946
4047,8.082
4081,8.947
4086,7.784
4191,9.033
4210,10.854
4224,8.06
4262,9.593
4564,8.026
4622,8.814
4765,9.164
4832,10.602
5020,8.156
5061,7.588
5171,8.25
5213,7.809
5369,16.105
5390,9.196
5397,9.468
5659,10.127
5715,7.491
5873,16.215
6213,7.503
6327,7.009
6408,8.191
6481,10.964
6487,8.447
6653,9.813
6711,10.258
6803,10.152
6831,10.068
6999,9.977
7077,8.372
7243,17.31
7351,8.188
7506,9.344
7592,9.479
7711,7.802
7793,9.08
7798,9.637
7823,9.059
7861,8.333
9,27.729
15,46.351
20,15.354
34,23.711
43,16.404
46,9.878
50,32.207
57,17.164
60,25.406
62,23.118
67,32.862
71,25.907
75,18.322
80,17.11
90,17.19
101,21.713
103,17.459
105,16.332
108,14.851
114,30.515
125,12.725
126,17.292
141,17.245
156,19.113
173,12.325
185,19.469
219,21.308
230,13.444
243,16.647
249,11.816
250,14.775
252,12.012
268,16.923
274,13.129
277,19.333
306,18.076
337,13.559
352,17.404
356,12.036
357,18.948
358,12.799
373,19.141
377,17.957
378,12.071
393,12.883
437,15.263
451,14.562
511,11.477
530,14.534
562,15.477
563,14.275
565,12.795
573,16.307
578,12.417
582,12.637
649,12.888
662,10.539
667,14.562
685,14.072
715,10.797
716,15.758
722,17.053
738,12.737
753,10.549
762,15.682
766,12.314
769,10.941
778,13.02
819,12.181
855,11.456
862,10.198
885,11.695
897,12.977
917,11.342
954,12.909
962,12.393
964,12.693
978,12.739
990,11.609
1017,14.804
1034,11.965
1081,11.237
1164,12.163
1207,13.391
1213,10.502
1218,12.42
1248,12.958
1323,9.97
1325,12.64
1326,14.083
1336,12.121
1358,10.606
1376,13.774
1389,11.902
1422,10.28
1437,11.948
1456,13.34
1480,13.125
1488,10.701
1498,15.475
1507,9.948
1515,11.907
1549,13.614
1574,12.144
1590,12.492
1596,9.728
1625,11.075
1656,11.599
1662,12.97
1664,12.949
1709,12.499
1710,9.647
1736,14.62
1762,10.184
1766,15.277
1810,14.087
1866,10.837
1875,12.284
1881,12.278
1885,12.353
1913,15.688
1938,13.362
1947,11.286
1961,13.525
