Node,SIR
0,209.01
2,306.099
12,81.972
21,97.846
25,108.623
33,132.188
45,79.424
54,61.395
69,68.87
78,51.451
131,35.563
164,44.551
209,89.608
211,53.708
217,85.443
225,54.299
254,44.683
301,69.068
325,51.722
366,46.854
430,54.118
439,49.934
456,33.584
496,40.849
505,45.505
540,52.229
558,65.758
574,70.753
593,33.939
639,33.416
823,52.618
837,38.966
845,33.689
888,39.716
929,38.656
930,41.539
1022,62.168
1037,45.74
1076,36.79
1141,48.553
1151,65.536
1237,37.223
1239,40.58
1267,34.594
1269,41.786
1316,35.202
1403,36.226
1427,25.931
1571,31.294
1589,38.288
1606,33.649
1609,32.012
1624,41.534
1640,46.378
1722,41.049
1732,49.935
1771,32.309
1831,60.073
1836,38.825
1840,41.243
1888,30.294
1892,46.097
2042,33.867
2068,34.55
2298,34.253
2313,39.301
2394,37.285
2545,44.271
2564,39.388
2588,30.735
2646,39.201
2740,35.569
2786,35.614
2796,35.199
2881,40.182
2894,31.494
2911,42.127
2923,37.181
2934,41.137
2970,37.645
2975,29.137
3032,36.142
3105,46.072
3163,31.81
3209,34.658
3287,37.94
3364,33.182
3368,41.964
3446,34.483
3524,33.984
3833,35.933
3839,31.382
3853,37.803
4023,31.611
4345,46.193
4349,38.22
4363,44.954
4675,41.755
4735,31.206
4905,46.556
4971,36.876
4979,32.442
4993,29.683
5064,34.927
5096,36.935
5133,49.507
5229,62.112
5324,32.594
5347,40.462
5434,30.614
5468,31.941
5595,31.971
5668,46.894
5787,43.525
5860,29.422
5916,32.072
6254,37.141
6320,44.991
6347,37.146
6530,35.987
6637,30.053
6895,25.428
6961,29.323
7035,38.935
7118,35.389
7261,36.017
7277,42.403
7353,38.945
7541,33.508
7560,51.818
7650,31.132
7720,35.266
7731,32.004
1,165.353
3,224.635
7,246.306
13,134.18
16,62.962
17,133.11
18,146.449
87,64.407
265,60.518
564,33.536
648,30.226
903,35.713
1607,34.781
1697,26.236
1779,29.424
1805,33.038
1858,41.887
1923,41.773
2003,65.169
2546,40.299
2574,27.257
2636,55.322
2678,48.093
3766,20.711
4053,57.677
4610,24.139
5081,24.708
5460,28.171
6869,26.723
7112,26.26
4,280.152
6,137.818
8,93.302
10,169.528
14,144.959
24,111.212
27,88.635
31,155.405
32,96.301
35,77.765
36,81.049
41,96.508
44,107.404
47,77.77
49,68.266
52,106.613
56,122.958
63,142.714
64,84.201
74,57.062
79,70.008
83,80.037
88,68.228
92,97.252
119,58.742
134,130.846
143,53.786
153,62.449
165,95.212
175,68.609
202,74.64
210,76.941
223,77.326
228,60.859
234,62.135
236,80.313
248,70.256
251,46.667
269,75.467
289,65.077
312,73.459
329,56.609
333,58.998
339,55.971
340,73.46
364,47.786
379,86.09
446,52.261
452,56.286
454,64.121
466,49.767
483,85.659
487,54.494
507,76.927
529,49.982
572,51.361
580,56.684
585,77.813
608,86.66
610,76.105
619,58.62
620,42.757
621,57.464
657,53.685
671,48.349
677,74.182
686,47.969
688,50.71
720,57.328
736,66.612
750,53.663
792,54.658
796,56.148
814,59.177
816,60.681
851,66.11
873,55.617
877,58.042
924,45.638
966,63.175
1003,64.481
1014,49.401
1035,49.547
1059,54.505
1064,52.376
1088,55.92
1092,63.73
1131,77.195
1194,56.722
1199,47.366
1208,47.017
1241,54.836
1281,44.941
1304,52.039
1313,50.477
1337,62.798
1345,58.064
1350,59.311
1366,57.533
1386,53.41
1418,60.272
1503,45.403
1529,44.341
1563,42.787
1566,35.216
1593,51.837
1650,53.886
1661,52.271
1679,49.855
1683,82.801
1684,47.389
1725,40.656
1744,48.826
1754,50.279
1756,38.99
1792,48.07
1798,60.338
1822,50.56
1855,50.462
1882,48.235
1925,67.812
1941,48.544
1959,47.379
1964,52.684
2002,56.241
2024,48.351
2055,40.778
2117,48.281
2137,42.228
2138,40.877
2237,49.046
2251,46.902
2302,44.283
2314,55.972
2446,43.139
2495,41.789
2529,42.089
2543,54.359
2544,39.118
2606,61.449
2613,51.893
2617,48.912
2670,45.059
2758,55.92
2766,53.654
2773,47.227
2789,64.009
2794,48.643
2847,42.861
2917,66.176
2935,38.868
3052,51.167
3103,55.723
3120,79.767
3136,51.971
3156,38.213
3167,47.635
3168,46.854
3177,47.766
3317,35.51
3348,40.062
3430,43.474
3503,44.986
3508,43.882
3641,39.486
3677,59.855
3746,45.294
3767,42.301
3777,91.618
3789,39.581
3811,43.66
3831,41.104
3880,47.124
3908,49.35
3995,53.157
4005,47.958
4018,49.524
4101,36.498
4227,45.605
4228,51.567
4260,46.506
4289,44.064
4313,47.806
4440,49.165
4467,68.346
4567,48.307
4713,46.453
4720,42.262
4750,50.426
4802,46.843
4865,43.828
4898,41.888
4914,53.484
4924,53.874
4938,44.155
4972,40.595
5086,41.061
5104,47.896
5105,39.945
5219,70.569
5223,50.578
5359,46.971
5440,52.295
5471,43.996
5550,45.088
5619,47.216
5655,44.538
5755,50.468
5829,43.978
5865,46.144
5895,43.352
5908,44.287
6042,43.768
6238,73.969
6256,45.904
6268,53.832
6384,60.129
6583,41.165
6601,45.092
6609,39.745
6622,42.514
6781,44.515
6903,46.761
6913,46.81
6992,48.602
7026,42.422
7103,39.258
7115,47.782
7197,57.125
7287,40.523
7316,49.161
7320,48.228
7331,44.922
7362,47.174
7574,39.895
7610,51.964
7703,50.366
7735,45.087
7889,45.695
7917,46.801
7930,63.166
7942,45.593
7998,43.415
5,327.335
106,57.724
127,81.744
130,96.561
189,48.997
197,41.762
247,37.276
328,63.839
338,37.072
382,76.014
498,37.409
500,44.604
952,42.212
