Node,SIR
0,21.21
2,37.618
12,5.663
21,5.81
25,7.382
33,10.86
45,5.525
54,4.957
69,4.288
78,3.544
131,3.027
164,3.668
209,5.586
211,3.956
217,6.956
225,4.437
254,3.265
301,4.801
325,3.86
366,3.1
430,4.027
439,3.721
456,2.697
496,3.183
505,3.398
540,4.028
558,5.793
574,4.675
593,2.718
639,2.837
823,3.549
837,3.94
845,2.374
888,3.221
929,3.038
930,3.133
1022,4.608
1037,3.376
1076,2.568
1141,3.568
1151,4.645
1237,2.806
1239,2.645
1267,3.157
1269,3.249
1316,2.703
1403,2.576
1427,2.658
1571,3.013
1589,2.859
1606,2.477
1609,2.539
1624,2.799
1640,2.814
1722,2.753
1732,3.39
1771,2.426
1831,4.885
1836,2.537
1840,3.152
1888,3.123
1892,3.397
2042,2.59
2068,2.958
2298,2.704
2313,2.959
2394,3.077
2545,3.545
2564,2.867
2588,2.699
2646,2.426
2740,2.773
2786,2.935
2796,2.935
2881,2.984
2894,2.65
2911,2.911
2923,3.549
2934,2.986
2970,2.82
2975,2.512
3032,2.692
3105,2.784
3163,2.637
3209,2.544
3287,2.628
3364,2.491
3368,2.915
3446,2.773
3524,2.213
3833,2.477
3839,2.375
3853,2.783
4023,2.531
4345,2.903
4349,2.621
4363,2.924
4675,2.351
4735,2.506
4905,2.878
4971,2.448
4979,2.908
4993,2.725
5064,2.354
5096,2.403
5133,3.285
5229,4.525
5324,2.657
5347,2.91
5434,2.162
5468,2.658
5595,2.642
5668,2.822
5787,2.841
5860,2.568
5916,2.589
6254,2.6
6320,2.985
6347,2.669
6530,2.626
6637,2.336
6895,2.379
6961,2.531
7035,2.552
7118,2.5
7261,3.024
7277,3.547
7353,2.957
7541,2.826
7560,3.152
7650,2.952
7720,2.894
7731,2.401
1,11.282
3,18.714
7,24.391
13,9.228
16,3.943
17,9.94
18,12.484
87,4.119
265,4.309
564,2.772
648,1.828
903,2.185
1607,2.167
1697,2.173
1779,1.976
1805,2.016
1858,2.488
1923,2.317
2003,3.76
2546,2.449
2574,1.811
2636,4.511
2678,2.504
3766,2.171
4053,4.277
4610,2.12
5081,2.153
5460,2.217
6869,1.73
7112,1.933
4,29.242
6,10.954
8,7.869
10,13.923
14,11.917
24,8.332
27,6.916
31,12.468
32,8.251
35,6.361
36,6.383
41,7.137
44,7.715
47,6.19
49,5.162
52,7.441
56,9.318
63,11.363
64,5.439
74,4.06
79,5.691
83,5.665
88,5.732
92,6.29
119,4.563
134,10.453
143,4.601
153,4.529
165,7.677
175,4.817
202,5.966
210,7.473
223,6.544
228,4.812
234,4.164
236,6.038
248,5.134
251,4.838
269,6.373
289,5.566
312,4.997
329,4.625
333,5.079
339,4.433
340,4.774
364,4.5
379,6.139
446,3.505
452,4.79
454,4.645
466,3.34
483,6.68
487,5.07
507,5.959
529,4.189
572,4.561
580,4.76
585,5.808
608,6.215
610,6.622
619,4.744
620,4.178
621,5.041
657,4.815
671,4.765
677,5.483
686,4.302
688,4.079
720,4.306
736,4.799
750,4.126
792,4.114
796,4.644
814,4.235
816,4.451
851,4.577
873,4.359
877,4.686
924,4.989
966,4.563
1003,5.283
1014,3.948
1035,4.405
1059,4.597
1064,3.445
1088,4.548
1092,4.025
1131,6.434
1194,4.793
1199,3.672
1208,4.415
1241,4.53
