Node,SIR
0,66.171
2,116.405
12,19.608
21,24.224
25,28.798
33,33.179
45,16.151
54,15.956
69,16.597
78,15.316
131,10.741
164,11.729
209,21.396
211,14.302
217,29.291
225,16.223
254,11.765
301,20.172
325,16.904
366,11.966
430,13.815
439,11.841
456,8.273
496,12.55
505,11.92
540,12.025
558,18.812
574,19.571
593,9.768
639,10.404
823,13.439
837,13.64
845,10.945
888,9.713
929,10.283
930,10.438
1022,20.812
1037,12.452
1076,8.108
1141,11.766
1151,15.523
1237,10.379
1239,9.647
1267,8.624
1269,11.507
1316,10.746
1403,10.467
1427,9.777
1571,8.802
1589,9.696
1606,11.369
1609,6.944
1624,9.467
1640,10.068
1722,11.772
1732,10.852
1771,8.118
1831,17.632
1836,9.332
1840,10.187
1888,10.907
1892,12.824
2042,10.847
2068,9.784
2298,10.728
2313,10.541
2394,9.11
2545,10.621
2564,9.464
2588,8.418
2646,7.346
2740,9.734
2786,9.751
2796,9.496
2881,9.035
2894,9.626
2911,9.624
2923,12.868
2934,10.895
2970,10.466
2975,10.286
3032,9.085
3105,11.889
3163,9.122
3209,9.242
3287,7.441
3364,8.647
3368,8.874
3446,7.573
3524,10.79
3833,8.851
3839,9.237
3853,9.675
4023,9.227
4345,11.735
4349,7.251
4363,11.311
4675,9.437
4735,9.533
4905,10.151
4971,10.412
4979,9.806
4993,8.045
5064,8.76
5096,9.468
5133,12.123
5229,18.421
5324,9.675
5347,9.304
5434,7.752
5468,8.442
5595,7.75
5668,11.952
5787,7.696
5860,9.711
5916,8.204
6254,7.819
6320,13.288
6347,8.428
6530,8.767
6637,9.243
6895,7.454
6961,7.942
7035,11.402
7118,8.19
7261,8.871
7277,13.294
7353,7.951
7541,8.01
7560,10.158
7650,8.27
7720,11.661
7731,8.104
1,48.497
3,68.237
7,86.248
13,32.994
16,16.011
17,37.779
18,44.956
87,14.768
265,15.599
564,11.569
648,6.91
903,8.17
1607,8.212
1697,6.656
1779,5.417
1805,6.036
1858,9.033
1923,9.187
2003,17.172
2546,9.682
2574,5.321
2636,15.551
2678,10.485
3766,5.882
4053,18.613
4610,8.239
5081,6.414
5460,6.853
6869,7.436
7112,5.935
4,93.296
6,39.195
8,27.18
10,49.608
14,42.888
24,31.871
27,23.311
31,43.228
32,27.88
35,22.752
36,22.736
41,26.414
44,33.469
47,19.792
49,18.083
52,29.682
56,37.177
63,42.434
64,24.685
74,14.031
79,22.077
83,23.101
88,18.488
92,23.2
119,19.556
134,41.124
143,15.673
153,18.011
165,23.324
175,19.926
202,20.787
210,26.682
223,24.593
228,18.117
234,17.065
236,21.095
248,19.675
251,18.636
269,19.065
289,19.961
312,18.321
329,18.285
333,17.267
339,13.52
340,17.354
364,15.706
379,21.392
446,13.949
452,17.002
454,18.354
466,15.349
483,26.949
487,16.284
507,24.168
529,16.192
572,15.319
580,15.785
585,20.962
608,19.94
610,25.549
619,16.341
620,14.44
621,20.448
657,15.03
671,15.832
677,20.603
686,12.992
688,13.911
720,15.998
736,17.18
750,14.931
792,14.507
796,15.059
814,16.474
816,19.282
851,19.416
873,15.667
877,14.106
924,13.737
966,15.5
1003,21.456
1014,15.656
1035,16.25
1059,16.503
1064,14.361
1088,14.943
1092,13.578
1131,22.366
